#ncbi_taxid	cluster_id	cluster_size	best_described_by
4932	CL:1420	5	methionyl glutamyl tRNA synthetase complex, and Isoleucine-tRNA ligase, type 2
4932	CL:1441	5	tRNA synthetases class I (W and Y), and mitochondrial lysyl-tRNA aminoacylation
4932	CL:145	6243	biological_process
4932	CL:1478	5	EKC/KEOPS complex
4932	CL:149	6238	biological_process
4932	CL:1490	12	mixed, incl. mitochondrial tRNA wobble uridine modification, and Flavocytochrome c
4932	CL:1493	5	RNA 2-O-methyltransferase activity, and GTP1/OBG domain
4932	CL:1504	5	mitochondrial tRNA wobble uridine modification, and Flavocytochrome c
4932	CL:1513	14	guanyl-nucleotide exchange factor complex, and positive regulation of cellular response to amino acid starvation
4932	CL:1515	5	eukaryotic translation initiation factor 2B complex
4932	CL:1527	7	positive regulation of cellular response to amino acid starvation, and Gcn1, N-terminal
4932	CL:154	6233	biological_process
4932	CL:1540	61	mixed, incl. nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay, and polysome
4932	CL:1542	34	mixed, incl. nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay, and FDF domain
4932	CL:1544	20	RNA decapping, and CCR4-NOT complex
4932	CL:1545	10	CCR4-NOT complex
4932	CL:1547	5	CCR4-NOT core complex
4932	CL:1564	10	RNA decapping
4932	CL:1567	5	deadenylation-independent decapping of nuclear-transcribed mRNA, and Xrn1, D1 domain
4932	CL:158	6227	biological_process
4932	CL:1592	6	mixed, incl. AAA domain, and UPF3 domain
4932	CL:16	6378	biological_process
4932	CL:1616	23	mixed, incl. negative regulation of translation, and KH domain
4932	CL:1617	17	mixed, incl. Pumilio homology domain, and regulation of mRNA stability
4932	CL:162	6222	biological_process
4932	CL:1620	5	Pumilio homology domain, and Pub1, RNA recognition motif 1
4932	CL:1636	5	mixed, incl. She2 domain superfamily, and SWI5-dependent HO expression protein 3
4932	CL:1651	5	La domain, and Cap associated factor 
4932	CL:166	6217	biological_process
4932	CL:1661	129	protein folding, and protein targeting to ER
4932	CL:1663	77	protein folding, and lactate metabolic process
4932	CL:1664	67	protein folding, and vacuolar transporter chaperone complex
4932	CL:1666	49	protein folding, and HSP20-like chaperone
4932	CL:1667	44	mixed, incl. protein refolding, and DnaJ domain
4932	CL:1668	31	protein refolding, and HSP90 chaperone cycle for steroid hormone receptors (SHR)
4932	CL:1669	21	protein refolding, and HSP90 chaperone cycle for steroid hormone receptors (SHR)
4932	CL:1670	15	HSP90 chaperone cycle for steroid hormone receptors (SHR), and ClpA/B family
4932	CL:1672	10	protein refolding, and STI1 domain
4932	CL:1674	5	stress granule disassembly, and STI1 domain
4932	CL:1700	5	protein refolding
4932	CL:171	6212	biological_process
4932	CL:1710	10	mixed, incl. Inflammasomes, and Activator of Hsp90 ATPase, Aha1
4932	CL:1713	5	Activator of Hsp90 ATPase, Aha1, and positive regulation of telomere maintenance
4932	CL:1729	13	DnaJ domain, and translational frameshifting
4932	CL:1733	7	DnaJ domain
4932	CL:1754	5	mixed, incl. OPI10 family, and Alpha crystallin/Hsp20 domain
4932	CL:176	6207	biological_process
4932	CL:1769	13	chaperone complex
4932	CL:1770	8	chaperonin-containing T-complex
4932	CL:1785	5	vacuolar transporter chaperone complex
4932	CL:1798	8	methylglyoxal catabolic process, and (D)-2-hydroxyglutarate-pyruvate transhydrogenase activity
4932	CL:181	6202	biological_process
4932	CL:1823	48	protein targeting to ER, and protein disulfide isomerase activity
4932	CL:1824	33	Protein export, and protein disulfide isomerase activity
4932	CL:1825	25	Protein export, and Sec62/Sec63 complex
4932	CL:1826	17	posttranslational protein targeting to membrane, translocation, and signal peptidase complex
4932	CL:1828	12	posttranslational protein targeting to membrane, translocation
4932	CL:1831	5	posttranslational protein targeting to membrane, translocation
4932	CL:186	6197	biological_process
4932	CL:1861	5	Signal recognition particle
4932	CL:1875	5	protein disulfide isomerase activity
4932	CL:1890	12	mixed, incl. protein insertion into ER membrane, and TRC complex
4932	CL:1892	7	protein insertion into ER membrane, and Haem-degrading
4932	CL:191	6190	biological_process
4932	CL:1918	23	tRNA wobble uridine modification, and peptidyl-diphthamide metabolic process
4932	CL:1920	12	Elongator holoenzyme complex, and tRNA wobble position uridine thiolation
4932	CL:1922	6	Elongator holoenzyme complex
4932	CL:1934	5	tRNA wobble position uridine thiolation
4932	CL:1947	6	peptidyl-diphthamide metabolic process
4932	CL:196	6176	biological_process
4932	CL:1963	212	mRNA processing, and nuclear pore
4932	CL:1965	114	mRNA transport, and mRNA cleavage factor complex
4932	CL:1966	80	mRNA transport, and Ran GTPase binding
4932	CL:1967	61	protein import into nucleus, and nuclear pore
4932	CL:1968	37	nuclear pore
4932	CL:1969	31	nuclear pore
4932	CL:1970	25	Nuclear pore complex
4932	CL:1971	20	structural constituent of nuclear pore
4932	CL:1972	15	nuclear pore central transport channel, and nuclear pore inner ring
4932	CL:1974	6	nuclear pore central transport channel
4932	CL:1990	6	nuclear pore inner ring, and Nucleoporin, NUP53
4932	CL:200	6171	biological_process
4932	CL:2001	5	nuclear pore outer ring
4932	CL:2010	5	nuclear pore cytoplasmic filaments
4932	CL:2019	6	nuclear pore nuclear basket, and TAP C-terminal domain
4932	CL:2030	6	nuclear pore transmembrane ring, and Nuclear pore assembly and biogenesis
4932	CL:204	6164	biological_process
4932	CL:2043	20	Ran GTPase binding, and Ran GTPase
4932	CL:2044	12	Importin-beta N-terminal domain, and tRNA re-export from nucleus
4932	CL:2046	5	Importin-beta N-terminal domain
4932	CL:2058	5	tRNA re-export from nucleus, and Armadillo
4932	CL:2069	5	Postmitotic nuclear pore complex (NPC) reformation, and CRM1 C terminal
4932	CL:2088	19	mixed, incl. transcription export complex, and transcription export complex 2
4932	CL:2089	11	transcription export complex, and Npl3, RNA recognition motif 1
4932	CL:209	6159	biological_process
4932	CL:2092	5	nucleoplasmic THO complex
4932	CL:21	6373	biological_process
4932	CL:2111	5	transcription export complex 2
4932	CL:2126	30	mRNA cleavage factor complex, and Nrd1 complex
4932	CL:2129	17	mRNA cleavage factor complex
4932	CL:2131	9	mRNA cleavage and polyadenylation specificity factor complex
4932	CL:214	6154	biological_process
4932	CL:2166	10	mixed, incl. Nrd1 complex, and SPOC domain
4932	CL:2168	5	Nrd1 complex, and RNA polymerase Rpb1, domain 6
4932	CL:219	6149	biological_process
4932	CL:2193	97	spliceosomal complex
4932	CL:2195	90	spliceosomal complex
4932	CL:2196	55	spliceosomal snRNP complex
4932	CL:2197	37	spliceosomal snRNP complex
4932	CL:2199	28	U4/U6 x U5 tri-snRNP complex, and U2 snRNP
4932	CL:2200	15	U2 snRNP
4932	CL:2201	8	U2 snRNP
4932	CL:2216	7	U4 snRNP, and U4/U6 snRNP
4932	CL:2229	13	U4/U6 x U5 tri-snRNP complex
4932	CL:223	6143	biological_process
4932	CL:2231	5	U6 snRNP
4932	CL:2261	5	U5 snRNP
4932	CL:227	6138	biological_process
4932	CL:2270	18	commitment complex, and prespliceosome
4932	CL:2272	13	U1 snRNP, and pre-mRNA branch point binding
4932	CL:2274	7	U1 snRNP
4932	CL:230	6118	biological_process
4932	CL:2305	35	spliceosomal conformational changes to generate catalytic conformation, and Prp19 complex
4932	CL:2306	30	spliceosomal conformational changes to generate catalytic conformation, and Prp19 complex
4932	CL:2309	20	catalytic step 1 spliceosome, and generation of catalytic spliceosome for second transesterification step
4932	CL:231	6111	biological_process
4932	CL:2310	15	generation of catalytic spliceosome for second transesterification step, and catalytic step 1 spliceosome
4932	CL:2313	5	U2-type catalytic step 2 spliceosome
4932	CL:2327	5	mixed, incl. RNA exon ligation, and Saf4/Yju2 protein
4932	CL:2339	5	U2-type post-mRNA release spliceosomal complex, and Hfq protein
4932	CL:234	5968	biological_process
4932	CL:235	5935	biological_process
4932	CL:2354	6	RES complex, and snoRNA splicing
4932	CL:236	5630	biological_process
4932	CL:2365	5	G-patch domain, and Torus domain
4932	CL:237	5613	biological_process
4932	CL:2377	5	7-methylguanosine cap hypermethylation, and Gemin2/Brr1
4932	CL:238	5581	biological_process
4932	CL:2387	15	N-terminal protein acetyltransferase complex, and protein initiator methionine removal
4932	CL:2389	10	N-terminal protein acetyltransferase complex
4932	CL:239	5537	biological_process
4932	CL:2392	5	N-terminal protein acetyltransferase complex
4932	CL:241	5436	biological_process
4932	CL:2419	204	ubiquitin-dependent protein catabolic process, and protein modification by small protein conjugation or removal
4932	CL:242	5377	biological_process
4932	CL:2421	182	ubiquitin-dependent protein catabolic process, and Ubl conjugation pathway
4932	CL:2423	160	ubiquitin-dependent protein catabolic process, and proteasome assembly
4932	CL:2424	114	proteasome complex, and Ubl conjugation pathway
4932	CL:2425	95	proteasome complex, and ubiquitin-dependent ERAD pathway
4932	CL:2426	65	proteasome complex, and proteasome assembly
4932	CL:2429	57	proteasome complex, and Proteasome chaperone 3/4
4932	CL:243	5371	biological_process
4932	CL:2431	38	Proteasome
4932	CL:2433	30	Proteasome
4932	CL:2434	24	Antigen processing-Cross presentation
4932	CL:2436	17	proteasome accessory complex, and Proteasome beta-type subunit, conserved site
4932	CL:244	5343	biological_process
4932	CL:245	5302	biological_process
4932	CL:246	5297	biological_process
4932	CL:247	5256	biological_process
4932	CL:2472	5	proteasomal ubiquitin-independent protein catabolic process
4932	CL:248	5161	cellular anatomical entity
4932	CL:2481	6	Proteasome subunit
4932	CL:249	5146	cellular anatomical entity
4932	CL:2497	5	proteasome regulatory particle assembly
4932	CL:250	5105	cellular anatomical entity
4932	CL:251	5064	cellular anatomical entity
4932	CL:2513	15	mixed, incl. Ubiquitin homologues, and HECT domain
4932	CL:2516	5	Ubiquitin homologues, and Aspartyl protease
4932	CL:252	5013	cellular process
4932	CL:2529	7	HECT domain, and Ubiquitin-conjugating enzyme, active site
4932	CL:253	4974	cellular process
4932	CL:254	4924	cellular process
4932	CL:2546	5	MUB1-RAD6-UBR2 ubiquitin ligase complex, and T-complex 11
4932	CL:255	4563	cellular process
4932	CL:2555	30	mixed, incl. ER ubiquitin ligase complex, and UBX domain
4932	CL:2557	22	ER ubiquitin ligase complex, and UBX domain
4932	CL:2558	12	ER ubiquitin ligase complex, and Protein OS9-like
4932	CL:256	4524	cellular process
4932	CL:2561	6	Hrd1p ubiquitin ligase complex
4932	CL:257	4501	cellular process
4932	CL:258	3295	cellular process
4932	CL:2581	10	UBX domain, and VCP-NPL4-UFD1 AAA ATPase complex
4932	CL:2583	5	UBX domain
4932	CL:259	2042	macromolecule metabolic process, and microtubule cytoskeleton
4932	CL:26	6368	biological_process
4932	CL:260	2023	macromolecule metabolic process, and microtubule cytoskeleton
4932	CL:2603	6	Dsc E3 ubiquitin ligase complex, and Domain of unknown function DUF1746
4932	CL:261	1283	gene expression, and proteolysis involved in cellular protein catabolic process
4932	CL:2614	19	ubiquitinyl hydrolase activity, and Hid-1/Ecm30
4932	CL:2616	12	ubiquitinyl hydrolase activity
4932	CL:2618	5	OTU domain, and Ubiquitinyl hydrolase
4932	CL:262	1079	gene expression, and protein folding
4932	CL:263	1062	gene expression, and protein folding
4932	CL:2630	5	Recognition of DNA damage by PCNA-containing replication complex
4932	CL:264	850	ribonucleoprotein complex, and tRNA metabolic process
4932	CL:265	827	ribonucleoprotein complex, and ncRNA metabolic process
4932	CL:2651	46	nuclear ubiquitin ligase complex, and SCF ubiquitin ligase complex
4932	CL:2652	24	SCF-dependent proteasomal ubiquitin-dependent protein catabolic process, and protein neddylation
4932	CL:2654	15	protein neddylation, and SCF-dependent proteasomal ubiquitin-dependent protein catabolic process
4932	CL:2656	8	protein neddylation, and COP9 signalosome complex subunit 5
4932	CL:266	698	ribonucleoprotein complex, and tRNA metabolic process
4932	CL:267	637	ribonucleoprotein complex, and tRNA metabolic process
4932	CL:2672	6	mixed, incl. nuclear SCF ubiquitin ligase complex, and Cullin
4932	CL:268	623	ribonucleoprotein complex, and tRNA metabolic process
4932	CL:2686	5	FBXL7 down-regulates AURKA during mitotic entry and in early mitosis, and GTPase inhibitor activity
4932	CL:269	562	ribonucleoprotein complex, and ncRNA processing
4932	CL:270	284	ribosomal subunit, and translation factor activity, RNA binding
4932	CL:2700	18	nuclear ubiquitin ligase complex
4932	CL:2701	13	anaphase-promoting complex
4932	CL:2702	8	anaphase-promoting complex
4932	CL:2717	5	metaphase/anaphase transition of cell cycle, and Cdc23
4932	CL:272	199	cytoplasmic translation, and translation factor activity, RNA binding
4932	CL:2726	5	Asi complex, and SUMO-targeted ubiquitin ligase complex
4932	CL:273	173	cytosolic ribosome
4932	CL:2749	18	mixed, incl. Ring finger domain, and rescue of stalled ribosome
4932	CL:275	168	cytosolic ribosome
4932	CL:2750	11	mixed, incl. rescue of stalled ribosome, and HBS1 N-terminus
4932	CL:2752	5	rescue of stalled ribosome, and HBS1 N-terminus
4932	CL:276	144	cytosolic ribosome
4932	CL:2771	7	Ring finger domain, and Cell division cycle protein 123
4932	CL:279	136	cytosolic ribosome
4932	CL:2791	18	mixed, incl. Signalosome, and IBR domain
4932	CL:2792	10	mixed, incl. IBR domain, and Nucleoside transporter
4932	CL:2795	5	mixed, incl. Ctr copper transporter, and Glutathione S-transferase Omega/GSH
4932	CL:280	131	cytosolic ribosome
4932	CL:281	116	cytosolic ribosome
4932	CL:2813	6	Signalosome
4932	CL:2826	740	chromosome organization, and cellular response to DNA damage stimulus
4932	CL:2827	674	chromosome organization, and cellular response to DNA damage stimulus
4932	CL:2828	648	chromosome organization, and DNA damage
4932	CL:2829	633	chromosome organization, and DNA damage
4932	CL:283	106	cytosolic ribosome
4932	CL:2830	319	DNA repair, and chromosome segregation
4932	CL:2831	308	DNA repair, and condensed chromosome, centromeric region
4932	CL:2832	247	DNA repair, and sister chromatid segregation
4932	CL:2834	236	DNA repair, and mitotic sister chromatid segregation
4932	CL:2835	124	Cell Cycle, and mitotic sister chromatid segregation
4932	CL:2836	84	DNA replication, and Mitotic Prometaphase
4932	CL:2837	62	DNA replication, and deoxyribonucleoside triphosphate metabolic process
4932	CL:2838	55	DNA Replication, and DNA replication checkpoint
4932	CL:2839	43	DNA Replication, and DNA replication checkpoint
4932	CL:284	93	cytosolic ribosome
4932	CL:2840	37	DNA replication preinitiation complex, and Removal of the Flap Intermediate
4932	CL:2841	23	Synthesis of DNA, and replication fork protection
4932	CL:2843	10	DNA replication initiation, and Primase zinc finger
4932	CL:2845	5	alpha DNA polymerase:primase complex
4932	CL:285	72	Cytoplasmic ribosomal proteins
4932	CL:286	45	cytosolic large ribosomal subunit, and cytosolic small ribosomal subunit
4932	CL:2868	7	CMG complex
4932	CL:287	35	cytosolic large ribosomal subunit, and Ribosomal family S4e
4932	CL:288	20	cytosolic large ribosomal subunit
4932	CL:2886	14	DNA replication preinitiation complex
4932	CL:2888	5	pre-replicative complex
4932	CL:2904	5	DNA replication preinitiation complex assembly, and Sld7, N-terminal
4932	CL:2913	6	premeiotic DNA replication, and regulation of cell budding
4932	CL:2924	12	Ctf18 RFC-like complex, and DNA clamp loader activity
4932	CL:2926	5	Elg1 RFC-like complex
4932	CL:2938	5	Ctf18 RFC-like complex, and ATP-dependent RNA helicase CHL1/DDX11
4932	CL:2947	7	De novo biosynthesis of pyrimidine deoxyribonucleotides
4932	CL:2960	22	mitotic chromosome condensation, and Smc5-Smc6 complex
4932	CL:2961	14	mitotic chromosome condensation, and mitotic cohesin complex
4932	CL:2964	6	Establishment of Sister Chromatid Cohesion
4932	CL:2979	5	DNA condensation
4932	CL:2989	6	Smc5-Smc6 complex
4932	CL:3005	36	mixed, incl. microtubule-based movement, and Regulation of mitotic cell cycle
4932	CL:3006	26	microtubule-based movement, and Mitotic Spindle Checkpoint
4932	CL:3008	13	Mitotic Spindle Checkpoint, and spindle assembly
4932	CL:3010	6	mixed, incl. spindle pole body separation, and POLO box domain
4932	CL:3022	6	mitotic checkpoint complex, and Protein kinase Mps1 family
4932	CL:3039	8	negative regulation of microtubule polymerization or depolymerization, and tubulin complex
4932	CL:3058	6	14-3-3 domain, and negative regulation of spindle checkpoint
4932	CL:3082	112	DNA damage, and telomere maintenance via telomere lengthening
4932	CL:3083	96	DNA damage
4932	CL:3084	86	DNA repair
4932	CL:3085	73	DNA repair, and DNA topological change
4932	CL:3086	64	DNA damage
4932	CL:3087	45	mixed, incl. Homologous recombination, and error-prone translesion synthesis
4932	CL:3088	34	Homologous recombination, and DNA damage checkpoint
4932	CL:3089	22	Homologous recombination, and 5-flap endonuclease activity
4932	CL:3090	17	Homologous recombination, and Slx1-Slx4 complex
4932	CL:3092	7	RecQ family helicase-topoisomerase III complex, and endodeoxyribonuclease complex
4932	CL:31	6363	biological_process
4932	CL:3112	5	recombinase activity
4932	CL:3123	5	PIF1-like helicase, and Topoisomerase
4932	CL:3132	12	mixed, incl. checkpoint clamp complex, and DNA replication factor A complex
4932	CL:3134	5	DNA damage induced protein phosphorylation, and DNA damage checkpoint protein
4932	CL:3156	10	error-prone translesion synthesis, and ubiquitin conjugating enzyme complex
4932	CL:3158	5	ubiquitin conjugating enzyme complex, and error-free postreplication DNA repair
4932	CL:3176	19	DNA repair complex
4932	CL:3177	11	DNA repair complex
4932	CL:3179	5	nucleotide-excision repair factor 1 complex, and Rad4 beta-hairpin domain 2
4932	CL:3200	5	Mismatch repair (MMR) directed by MSH2:MSH6 (MutSalpha)
4932	CL:3214	7	Mre11 complex, and DNA ligase IV complex
4932	CL:3231	11	mixed, incl. DNA-(apurinic or apyrimidinic site) endonuclease activity, and DNA polymerase X family
4932	CL:3232	6	DNA-(apurinic or apyrimidinic site) endonuclease activity
4932	CL:3243	5	mixed, incl. DNA polymerase X family, and single strand break repair
4932	CL:3255	10	SUMO is transferred from E1 to E2 (UBE2I, UBC9), and PINIT domain
4932	CL:3258	5	SUMO is transferred from E1 to E2 (UBE2I, UBC9), and PINIT domain
4932	CL:327	15	mixed, incl. Ribosomal family S4e, and Ubiquitin domain
4932	CL:3274	16	telomeric DNA binding, and chromatin silencing complex
4932	CL:3275	11	telomere cap complex, and Ku70:Ku80 complex
4932	CL:3276	6	telomere cap complex
4932	CL:3287	5	Ku70:Ku80 complex, and telomerase RNA binding
4932	CL:3296	5	chromatin silencing complex
4932	CL:3313	6	ribonuclease H2 complex, and RNase H
4932	CL:3325	61	Kinetochore, and spindle pole body duplication
4932	CL:3327	41	Kinetochore
4932	CL:3328	31	Kinetochore
4932	CL:3329	24	Kinetochore
4932	CL:3332	11	establishment of mitotic sister chromatid cohesion, and COMA complex
4932	CL:3334	5	establishment of meiotic sister chromatid cohesion, and establishment of mitotic sister chromatid cohesion
4932	CL:3360	8	MIS12/MIND type complex, and NMS complex
4932	CL:3376	7	chromosome passenger complex, and CBF3 complex
4932	CL:3392	6	DASH complex
4932	CL:3414	14	central plaque of spindle pole body, and outer plaque of spindle pole body
4932	CL:3416	5	central plaque of spindle pole body
4932	CL:3432	5	spindle pole body duplication
4932	CL:3446	11	nucleolus organization, and monopolin complex
4932	CL:3447	6	Dnt1/Tof2/Net1, and maintenance of rDNA
4932	CL:3458	5	monopolin complex
4932	CL:3467	314	chromatin organization, and RNA polymerase II transcription regulator complex
4932	CL:3468	298	chromatin organization, and RNA polymerase II transcription regulator complex
4932	CL:3469	257	nucleoplasm, and SWI/SNF superfamily-type complex
4932	CL:3470	148	nuclear chromatin, and histone acetylation
4932	CL:3471	114	SWI/SNF superfamily-type complex, and nucleosome assembly
4932	CL:3472	72	nucleosome organization, and ISWI-type complex
4932	CL:3473	41	nucleosome assembly, and ISWI-type complex
4932	CL:3476	28	nucleosome assembly, and Nucleosome core
4932	CL:3477	16	nuclear nucleosome, and HATs acetylate histones
4932	CL:3479	10	nuclear nucleosome
4932	CL:3481	5	nuclear nucleosome
4932	CL:3508	12	DNA replication-independent nucleosome assembly, and CAF-1 complex
4932	CL:3509	7	DNA replication-dependent nucleosome assembly, and PCNA complex
4932	CL:3522	5	DNA replication-independent nucleosome assembly
4932	CL:3538	8	ISWI-type complex
4932	CL:3554	31	RSC-type complex, and HMG-box domain
4932	CL:3555	25	RSC-type complex, and SWI/SNF complex
4932	CL:3556	17	RSC-type complex
4932	CL:3558	8	RSC-type complex
4932	CL:356	10	mixed, incl. Ribosomal protein S2, eukaryotic, and Zinc-binding ribosomal protein
4932	CL:3580	5	RSC-type complex
4932	CL:3590	6	SWI/SNF complex
4932	CL:36	6358	biological_process
4932	CL:3604	6	HMG-box domain
4932	CL:3615	42	INO80-type complex, and NuA4 histone acetyltransferase complex
4932	CL:3616	36	INO80-type complex, and NuA4 histone acetyltransferase complex
4932	CL:3619	18	INO80-type complex
4932	CL:3620	10	Ino80 complex
4932	CL:3621	5	Ino80 complex
4932	CL:3630	5	Ino80 complex
4932	CL:3641	5	Swr1 complex
4932	CL:3656	16	NuA4 histone acetyltransferase complex
4932	CL:3658	11	NuA4 histone acetyltransferase complex
4932	CL:3660	6	mixed, incl. histone H2A acetylation, and Yaf9
4932	CL:3687	6	H3 histone acetyltransferase complex, and Acetyltransferase HPA2/HPA3
4932	CL:3698	34	histone deacetylation, and Sin3-type complex
4932	CL:3699	28	Rpd3L-Expanded complex, and Set3 complex
4932	CL:3700	16	Sin3-type complex
4932	CL:3704	10	Rpd3L complex
4932	CL:3705	5	Rpd3S/Clr6-CII complex
4932	CL:3714	5	negative regulation of ribosomal DNA heterochromatin assembly
4932	CL:3731	12	Set3 complex, and positive regulation of DNA-dependent DNA replication initiation
4932	CL:3734	5	Set3 complex
4932	CL:375	27	Cytoplasmic ribosomal proteins
4932	CL:3754	6	HDA1 complex, and Sirtuin, class I
4932	CL:3766	106	RNA Polymerase II Pre-transcription Events, and mediator complex
4932	CL:3767	76	RNA Polymerase II Pre-transcription Events, and mediator complex
4932	CL:3769	47	RNA Polymerase II Transcription Elongation, and transcription preinitiation complex
4932	CL:377	15	Cytoplasmic ribosomal proteins
4932	CL:3770	34	Formation of the Early Elongation Complex, and transcription preinitiation complex
4932	CL:3771	18	transcription, RNA-templated, and transcription factor TFIIF complex
4932	CL:3774	12	transcription, RNA-templated, and transcription factor TFIIF complex
4932	CL:3776	7	transcription, RNA-templated, and RNA polymerase II complex recruiting activity
4932	CL:3806	16	transcription factor TFIIH holo complex, and transcription factor TFIIA complex
4932	CL:3809	9	transcription factor TFIIH holo complex
4932	CL:3838	11	regulation of nucleotide-excision repair, and FACT complex
4932	CL:3839	6	FACT complex, and regulation of nucleosome density
4932	CL:3850	5	Cdc73/Paf1 complex
4932	CL:3869	25	mediator complex
4932	CL:3870	19	core mediator complex
4932	CL:3872	14	core mediator complex
4932	CL:3874	7	core mediator complex
4932	CL:3908	5	regulation of transcription by galactose
4932	CL:3919	26	SAGA complex, and transcription factor TFIID complex
4932	CL:3923	10	SLIK (SAGA-like) complex
4932	CL:3948	8	transcription factor TFIID complex
4932	CL:3982	41	protein alkylation, and JmjC domain
4932	CL:3984	19	histone lysine methylation, and JmjC domain
4932	CL:3985	12	Set1C/COMPASS complex, and JmjC domain
4932	CL:3988	6	Set1C/COMPASS complex
4932	CL:4008	7	SET domain
4932	CL:4027	15	protein methyltransferase activity, and Lysine methyltransferase
4932	CL:4029	7	mixed, incl. Lysine methyltransferase, and Histidine catabolism
4932	CL:4044	6	peptidyl-lysine monomethylation, and Creatine metabolism
4932	CL:4063	16	mixed, incl. ASTRA complex, and GPN-loop GTPase
4932	CL:4064	8	ASTRA complex, and R2TP complex
4932	CL:4080	6	GPN-loop GTPase, and RPAP1-like, N-terminal
4932	CL:4094	15	mixed, incl. mitochondrial DNA metabolic process, and SNF2-like, N-terminal domain superfamily
4932	CL:4096	5	mixed, incl. oxidoreductase activity, acting on NAD(P)H, oxygen as acceptor, and Cytochrome b5, heme-binding site
4932	CL:41	6353	biological_process
4932	CL:4111	5	uncharacterized
4932	CL:4124	24	tubulin complex assembly, and dynein complex
4932	CL:4125	13	tubulin complex assembly, and Alpha tubulin
4932	CL:4126	7	post-chaperonin tubulin folding pathway, and tubulin complex assembly
4932	CL:413	8	mixed, incl. Ribosomal protein L13e, and Ribosomal protein L27e
4932	CL:4140	5	prefoldin complex
4932	CL:4151	10	dynein complex, and LIS1, N-terminal
4932	CL:4152	5	dynactin complex
4932	CL:4161	5	positive regulation of microtubule motor activity, and Dynein light intermediate chain (DLIC)
4932	CL:4174	66	Meiosis, and Pip2-Oaf1 complex
4932	CL:4176	55	Meiosis, and Pip2-Oaf1 complex
4932	CL:4177	41	mixed, incl. homologous recombination, and meiotic spindle pole body
4932	CL:4178	33	homologous chromosome pairing at meiosis, and Meiotic recombination genes
4932	CL:4180	25	homologous chromosome pairing at meiosis, and Meiotic recombination genes
4932	CL:4181	18	homologous chromosome pairing at meiosis, and Mnd1 family
4932	CL:4183	11	mixed, incl. positive regulation of protein sumoylation, and chiasma assembly
4932	CL:4184	6	mixed, incl. chiasma assembly, and Type IIB DNA topoisomerase
4932	CL:4195	5	positive regulation of protein sumoylation
4932	CL:4207	5	lateral element, and Rad21/Rec8-like protein
4932	CL:4217	5	Meiotic recombination genes
4932	CL:4244	6	meiotic spindle pole body, and prospore membrane leading edge
4932	CL:4259	10	mixed, incl. She1, and YTH domain
4932	CL:4261	5	mixed, incl. 5-Nucleotidase/apyrase, and Acyltransferase C-terminus
4932	CL:428	21	cytosolic small ribosomal subunit, and Ribosomal protein L44
4932	CL:4286	10	mixed, incl. negative regulation of transcription involved in meiotic cell cycle, and Respiration factor 1
4932	CL:429	13	mixed, incl. Ribosomal protein S14/S29, and rRNA transport
4932	CL:4290	5	mixed, incl. Respiration factor 1, and Glycogen synthase kinase 3, catalytic domain
4932	CL:4305	19	mixed, incl. Exonuclease, RNase T/DNA polymerase III, and Lung seven transmembrane receptor
4932	CL:4306	10	mixed, incl. Exonuclease, RNase T/DNA polymerase III, and Lung seven transmembrane receptor
4932	CL:4307	5	Lung seven transmembrane receptor, and AVL9/DENND6 domain
4932	CL:4316	5	Exonuclease, RNase T/DNA polymerase III, and Uncharacterised protein (DUF2406)
4932	CL:4326	5	mixed, incl. PhoD-like phosphatase, and Proline-rich protein Hua1-like
4932	CL:4342	1253	Metabolic pathways, and Mitochondrion
4932	CL:4343	1011	Metabolic pathways, and mitochondrial envelope
4932	CL:4344	985	Metabolic pathways, and mitochondrial envelope
4932	CL:4345	542	small molecule metabolic process, and Starch and sucrose metabolism
4932	CL:4347	499	small molecule metabolic process, and Starch and sucrose metabolism
4932	CL:4348	456	small molecule metabolic process, and Starch and sucrose metabolism
4932	CL:4349	426	Biosynthesis of secondary metabolites, and small molecule metabolic process
4932	CL:4351	228	mixed, incl. Principal pathways of carbon metabolism, and carbohydrate metabolic process
4932	CL:4352	215	mixed, incl. Principal pathways of carbon metabolism, and carbohydrate metabolic process
4932	CL:4353	136	Principal pathways of carbon metabolism, and Arginine and proline metabolism
4932	CL:4354	122	Principal pathways of carbon metabolism, and Arginine and proline metabolism
4932	CL:4355	99	Principal pathways of carbon metabolism, and Carbon metabolism
4932	CL:4356	53	Glycolysis / Gluconeogenesis, and Pentose phosphate pathway 2
4932	CL:4357	39	Glycolysis / Gluconeogenesis
4932	CL:4358	28	Glycolysis, and transferase activity, transferring aldehyde or ketonic groups
4932	CL:4359	21	Glycolysis, and Transketolase family
4932	CL:4360	15	Glycolysis
4932	CL:4361	8	gluconeogenesis
4932	CL:4376	7	transferase activity, transferring aldehyde or ketonic groups, and Phosphofructokinase
4932	CL:4389	6	Enolase, N-terminal domain, and Phosphoglycerate mutase 1
4932	CL:4401	5	Hexokinase
4932	CL:4413	11	Phenylalanine degradation, and acetate metabolic process
4932	CL:4416	5	pyruvate decarboxylase activity, and HpcH/HpaI aldolase/citrate lyase family
4932	CL:4434	14	Pentose phosphate pathway 2, and Xylose metabolism
4932	CL:4436	6	pentose-phosphate shunt, oxidative branch
4932	CL:4451	5	pentose catabolic process
