#ncbi_taxid	cluster_id	cluster_size	best_described_by
362663	CL:3819	21	colanic acid metabolic process, and GDP-mannose metabolic process
362663	CL:3820	14	colanic acid metabolic process, and AAA domain
362663	CL:3822	5	NADP+ binding, and mannosidase activity
362663	CL:3838	5	mixed, incl. AAA domain, and CoA-binding domain
362663	CL:3847	7	GDP-mannose biosynthetic process, and UDP-glucuronate metabolic process
362663	CL:3866	13	enterobacterial common antigen metabolic process
362663	CL:3869	6	enterobacterial common antigen metabolic process
362663	CL:3892	6	extracellular polysaccharide metabolic process, and Phosphate-starvation-inducible E
362663	CL:39	4349	biological_process
362663	CL:3903	40	mostly uncharacterized, incl. single-species biofilm formation, and protein tyrosine kinase activity
362663	CL:3904	27	mostly uncharacterized, incl. Curlin associated, and single-species biofilm formation
362663	CL:3906	22	mixed, incl. Curlin associated, and single-species biofilm formation
362663	CL:3908	14	mixed, incl. Curlin associated, and YecR-like lipoprotein
362663	CL:3910	7	mixed, incl. Curlin associated, and Curli assembly protein CsgE
362663	CL:3926	5	mixed, incl. YecR-like lipoprotein, and Protein of unknown function DUF1496
362663	CL:393	5	Helicase-associated domain, and RNA helicase, DEAD-box type, Q motif
362663	CL:3940	5	mixed, incl. HutD, and YjcZ-like protein
362663	CL:3957	13	mostly uncharacterized, incl. Flotillin, and Omptin family
362663	CL:3959	6	mixed, incl. Flotillin, and Omptin family
362663	CL:3982	76	Lipopolysaccharide biosynthesis, and Cationic antimicrobial peptide (CAMP) resistance
362663	CL:3983	44	Lipopolysaccharide biosynthesis, and dTDP metabolic process
362663	CL:3984	32	Lipopolysaccharide biosynthesis
362663	CL:3985	17	Lipopolysaccharide biosynthesis
362663	CL:3988	5	Phosphosugar isomerase, KdsD/KpsF-type, and KdsC family
362663	CL:40	3558	cellular_component
362663	CL:4004	6	Lipid A biosynthesis
362663	CL:4018	15	lipopolysaccharide core region metabolic process
362663	CL:4023	5	galactosyltransferase activity, and Lipopolysaccharide core heptose(I) kinase RfaP
362663	CL:4036	6	ADP-L-glycero-beta-D-manno-heptose metabolic process, and lipopolysaccharide heptosyltransferase activity
362663	CL:4047	12	mixed, incl. dTDP metabolic process, and Uncharacterized protein YghO-like
362663	CL:4049	5	mixed, incl. Uncharacterized protein YghO-like, and 8-amino-7-oxononanoate synthase activity
362663	CL:4061	5	dTDP metabolic process, and Conserved hypothetical protein CHP01626, YtfJ
362663	CL:4070	32	mixed, incl. Cationic antimicrobial peptide (CAMP) resistance, and Phosphoethanolamine transferase
362663	CL:4071	26	mixed, incl. glycolipid metabolic process, and response to iron ion
362663	CL:4072	19	glycolipid metabolic process, and response to iron ion
362663	CL:4073	12	Cationic antimicrobial peptide (CAMP) resistance, and myristoyltransferase activity
362663	CL:4075	5	response to iron ion, and Polymyxin resistance protein PmrD
362663	CL:408	12	mixed, incl. PDZ domain, and Small GTP-binding protein domain
362663	CL:409	6	mixed, incl. AIG1 family, and Peptidase S26
362663	CL:4096	7	Lipid A biosynthesis
362663	CL:41	3545	cellular_component
362663	CL:4110	5	mixed, incl. Bacterial OB-fold, and Antibiotic biosynthesis monooxygenase
362663	CL:4122	6	Phosphoethanolamine transferase, and MarC family integral membrane protein
362663	CL:4133	40	mixed, incl. Glycerophospholipid metabolism, and L-threonine transmembrane transporter activity
362663	CL:4135	22	mixed, incl. glycerolipid biosynthetic process, and Macro domain
362663	CL:4136	12	mixed, incl. glycerolipid biosynthetic process, and Putative methyltransferase
362663	CL:4137	7	glycerolipid biosynthetic process
362663	CL:4150	5	mixed, incl. Putative methyltransferase, and Protein-tyrosine phosphatase-like
362663	CL:4160	7	phosphatidylglycerol metabolic process, and lysyltransferase activity
362663	CL:4182	13	mixed, incl. L-threonine transmembrane transporter activity, and phospholipase activity
362663	CL:4184	6	mixed, incl. phospholipase activity, and Bifunctional protein Aas
362663	CL:42	3535	cellular_component
362663	CL:420	6	mixed, incl. PDZ domain, and MucB/RseB
362663	CL:4212	14	mixed, incl. double-stranded DNA endodeoxyribonuclease activity, and cysteine-type peptidase activity
362663	CL:4215	5	mixed, incl. YaeB-like, and RcsF lipoprotein
362663	CL:4230	5	mixed, incl. TraB family, and Cys-tRNA(Pro) hydrolase activity
362663	CL:4239	20	mostly uncharacterized, incl. Glutathione S-transferase, N-terminal domain, and CsbD-like
362663	CL:4240	13	mostly uncharacterized, incl. CsbD-like, and YceI-like domain
362663	CL:4242	5	mixed, incl. YceI-like domain, and YebF-like protein
362663	CL:4254	6	mixed, incl. arylesterase activity, and Tetratricopeptide repeat
362663	CL:4265	7	mixed, incl. Protein of unknown function DUF1428, and Protein of unknown function (DUF3302)
362663	CL:4279	11	mixed, incl. DNA methylase, C-5 cytosine-specific, active site, and HNH endonuclease
362663	CL:4281	5	mixed, incl. DNA mismatch endonuclease VSR, and DNA methylase N-terminal domain
362663	CL:4291	5	HNH endonuclease, and DNA methylase, C-5 cytosine-specific, active site
362663	CL:43	3463	cellular_component
362663	CL:4307	44	mixed, incl. GNAT domain, and Peptidase U32
362663	CL:4308	37	mixed, incl. GNAT domain, and Peptidase U32
362663	CL:4309	27	mixed, incl. GNAT domain, and Oxidoreductase, N-terminal
362663	CL:4311	18	mixed, incl. Acetyltransferase (GNAT) domain, and Divergent 4Fe-4S mono-cluster
362663	CL:4313	11	Acetyltransferase (GNAT) family, and Divergent 4Fe-4S mono-cluster
362663	CL:4315	5	protein acetylation
362663	CL:432	33	mixed, incl. Stress response, and DnaJ molecular chaperone homology domain
362663	CL:434	18	ATPase, AAA-type, core, and Stress response
362663	CL:4351	6	mixed, incl. Glutaredoxin-2, and MviN-like protein
362663	CL:436	13	ATPase, AAA-type, core, and unfolded protein binding
362663	CL:4362	10	mixed, incl. Peptidase U32, and benzoate transport
362663	CL:4364	5	Peptidase U32, and Lipid-binding protein POX18/UbiT/NSL-TP1
362663	CL:437	7	unfolded protein binding, and GrpE
362663	CL:4382	5	mixed, incl. AAA-like domain, and Aspartyl protease
362663	CL:4394	140	mixed, incl. Sulfur metabolism, and nucleobase catabolic process
362663	CL:4395	81	mixed, incl. nucleobase catabolic process, and Permease family
362663	CL:4396	51	mixed, incl. nucleobase catabolic process, and Permease family
362663	CL:4397	32	mixed, incl. Permease family, and purine nucleobase catabolic process
362663	CL:4398	26	mixed, incl. Permease family, and purine nucleobase catabolic process
362663	CL:4399	16	mixed, incl. purine nucleobase catabolic process, and Selenocompound metabolism
362663	CL:44	3272	cellular_component
362663	CL:4401	11	mixed, incl. Selenocompound metabolism, and Amidohydrolase-related
362663	CL:4403	5	mixed, incl. Putative aminohydrolase SsnA, and Putative selenate reductase YgfK
362663	CL:4432	6	Permease family
362663	CL:4449	6	mixed, incl. SdiA-regulated, and CoA enzyme activase
362663	CL:4460	19	mixed, incl. pyrimidine nucleobase catabolic process, and pyrimidine nucleobase transport
362663	CL:4461	12	pyrimidine nucleobase catabolic process, and pyrimidine nucleobase transport
362663	CL:4465	5	nitrogen utilization
362663	CL:4484	7	mixed, incl. Indigoidine synthase A-like, and pseudouridine kinase activity
362663	CL:4498	29	mixed, incl. cellulose metabolic process, and ParB/Sulfiredoxin
362663	CL:4499	20	mixed, incl. cellulose metabolic process, and ParB/Sulfiredoxin
362663	CL:45	3244	cellular_component
362663	CL:4500	11	cellulose metabolic process, and Protein of unknown function (DUF441)
362663	CL:4503	5	cellulose metabolic process
362663	CL:451	5	peptidase complex, and Clp protease
362663	CL:4522	6	ParB/Sulfiredoxin, and Protein of unknown function DUF3440
362663	CL:4539	5	FR47-like protein, and Putative inner membrane exporter, YdcZ
362663	CL:4556	59	mixed, incl. Sulfur metabolism, and neutral amino acid transport
362663	CL:4557	47	mixed, incl. Sulfur metabolism, and cysteine biosynthetic process
362663	CL:4558	40	Sulfur metabolism, and cysteine biosynthetic process
362663	CL:4559	33	Sulfur metabolism, and cysteine biosynthetic process
362663	CL:4561	25	Sulfur metabolism
362663	CL:4563	13	hydrogen sulfide metabolic process, and ATPase-coupled sulfate transmembrane transporter activity
362663	CL:4565	5	hydrogen sulfide metabolic process
362663	CL:4579	5	ATPase-coupled sulfate transmembrane transporter activity
362663	CL:4596	5	alkanesulfonate transport, and FMN reductase (NADPH) activity
362663	CL:46	2796	cellular_component
362663	CL:4615	5	mixed, incl. DNA topoisomerase I, type IA, and cysteine biosynthetic process
362663	CL:4626	5	L-isoleucine transmembrane transporter activity, and leucine binding
362663	CL:4637	7	mixed, incl. acetate transport, and sulfur utilization
362663	CL:4650	12	mostly uncharacterized, incl. Ecotin, and Sulphur transport
362663	CL:4651	7	mixed, incl. Carbonic anhydrase, and Sulfate permease family
362663	CL:4664	5	mixed, incl. Ecotin, and Sulphur transport
362663	CL:4673	18	mixed, incl. L,D-transpeptidase catalytic domain, and Cobalamin biosynthesis
362663	CL:4675	6	Cobalamin biosynthesis, and Alpha-ribazole phosphatase, CobC
362663	CL:4694	6	L,D-transpeptidase catalytic domain
362663	CL:47	2331	cellular_component
362663	CL:4708	465	mixed, incl. carbohydrate metabolic process, and carbohydrate transport
362663	CL:4709	421	carbohydrate metabolic process, and carbohydrate transport
362663	CL:4710	306	carbohydrate metabolic process, and phosphoenolpyruvate-dependent sugar phosphotransferase system
362663	CL:4711	258	carbohydrate metabolic process, and phosphoenolpyruvate-dependent sugar phosphotransferase system
362663	CL:4712	223	phosphoenolpyruvate-dependent sugar phosphotransferase system, and carbohydrate metabolic process
362663	CL:4713	192	phosphoenolpyruvate-dependent sugar phosphotransferase system, and carbohydrate metabolic process
362663	CL:4714	166	mixed, incl. phosphoenolpyruvate-dependent sugar phosphotransferase system, and Starch and sucrose metabolism
362663	CL:4715	113	mixed, incl. Starch and sucrose metabolism, and Pentose phosphate pathway
362663	CL:4716	90	mixed, incl. Glycolysis / Gluconeogenesis, and Phosphotransferase system
362663	CL:4717	73	mixed, incl. Pentose phosphate pathway, and Phosphotransferase system
362663	CL:4718	41	Pentose phosphate pathway, and glycolytic process
362663	CL:4719	33	Glycolysis / Gluconeogenesis, and Transketolase family
362663	CL:4720	24	glycolytic process, and pentose-phosphate shunt
362663	CL:4722	17	Pentose phosphate pathway, and Glyceraldehyde-3-phosphate dehydrogenase, type I
362663	CL:4723	11	Pentose phosphate pathway
362663	CL:4725	6	6-phosphofructokinase activity, and fructose-bisphosphate aldolase activity
362663	CL:474	12	DnaJ molecular chaperone homology domain, and Rotamase
362663	CL:4744	6	mixed, incl. Glyceraldehyde-3-phosphate dehydrogenase, type I, and Phosphoglycerate kinase
362663	CL:4758	5	phosphoglycerate mutase activity, and Enolase
362663	CL:476	5	DnaJ molecular chaperone homology domain, and de novo protein folding
362663	CL:4771	5	Phosphotransferase system, maltose/glucose-specific subfamily IIC component, and Glucokinase
362663	CL:4784	8	mixed, incl. Glucose metabolism, and Gluconate utilization
362663	CL:4799	32	mixed, incl. Phosphotransferase system, and fructokinase activity
362663	CL:48	2313	cellular_component
362663	CL:4800	22	Phosphotransferase system, and Phosphotransferase system, IIA component fructose subfamily
362663	CL:4801	17	Phosphotransferase system, and Phosphotransferase system, IIA component fructose subfamily
362663	CL:4803	11	Phosphotransferase system
362663	CL:4805	5	Phosphotransferase system, sugar-specific permease EIIA type 1, and Phosphotransferase system, HPr histidine phosphorylation site
362663	CL:4825	5	mixed, incl. Peptidase M42, and Creatinase, N-terminal
362663	CL:4834	5	Phosphotransferase system, fructose-specific IIB subunit, and Glycyl radical enzyme, PFL2/glycerol dehydratase family
362663	CL:4844	6	fructokinase activity, and sucrose metabolic process
362663	CL:4862	17	mixed, incl. beta-glucosidase activity, and glucosamine-containing compound catabolic process
362663	CL:4863	12	mixed, incl. beta-glucosidase activity, and YdjC-like protein
362663	CL:4866	6	mixed, incl. YdjC-like protein, and N,N-diacetylchitobiose import
362663	CL:488	5	Cyclophilin type peptidyl-prolyl cis-trans isomerase/CLD, and Peptidyl-prolyl cis-trans isomerase, FKBP-type, N-terminal
362663	CL:4886	5	mixed, incl. Transcription antiterminator, conserved site, and glucosamine metabolic process
362663	CL:4895	23	Starch and sucrose metabolism, and MgtA leader peptide
362663	CL:4896	15	glycogen metabolic process, and Alpha-amylase domain
362663	CL:4899	5	glycogen metabolic process
362663	CL:49	2173	cellular_component
362663	CL:4914	6	Alpha-amylase domain, and L-methionine secondary active transmembrane transporter activity
362663	CL:4926	6	trehalose metabolic process
362663	CL:4940	53	mixed, incl. Phosphotransferase system (PTS), and D-tagatose 6-phosphate catabolic process
362663	CL:4941	43	mixed, incl. Phosphotransferase system (PTS), and D-tagatose 6-phosphate catabolic process
362663	CL:4942	27	Galactose metabolism, and protein-N(PI)-phosphohistidine-mannose phosphotransferase system transporter activity
362663	CL:4943	16	mixed, incl. mannose transmembrane transporter activity, and PTS system sorbose subfamily IIB component
362663	CL:4944	11	mixed, incl. mannose transmembrane transporter activity, and PTS system sorbose subfamily IIB component
362663	CL:4946	6	mixed, incl. mannose transmembrane transporter activity, and AgaS, SIS domain
362663	CL:4965	5	protein-N(PI)-phosphohistidine-mannose phosphotransferase system transporter activity, and mannose metabolic process
362663	CL:4974	11	D-tagatose 6-phosphate catabolic process, and galactitol metabolic process
362663	CL:4975	6	D-tagatose 6-phosphate catabolic process
362663	CL:4986	5	galactitol metabolic process, and Galactitol permease IIC component
362663	CL:4996	15	Fructose and mannose metabolism, and Glucitol operon activator
362663	CL:4998	6	mixed, incl. sorbitol catabolic process, and PTS system enzyme II sorbitol-specific factor
362663	CL:50	2129	cellular_component
362663	CL:5015	5	mannose transmembrane transporter activity, and Phosphotransferase system, mannose family IIA component
362663	CL:5027	7	mixed, incl. mannitol transport, and sorbitol-6-phosphatase activity
362663	CL:504	15	mixed, incl. tRNA threonylcarbamoyladenosine modification, and RNA-DNA hybrid ribonuclease activity
362663	CL:5045	26	mixed, incl. glycerol metabolic process, and Major intrinsic protein
362663	CL:5046	20	glycerol metabolic process, and Major intrinsic protein
362663	CL:5049	13	glycerol catabolic process, and glycerol transport
362663	CL:5051	5	alditol phosphate metabolic process
362663	CL:507	6	mixed, incl. Stomatin/HflK/HflC family, and GTPase HflX
362663	CL:5086	5	Glycerate/sugar phosphate transporter, conserved site, and Phosphate transporter
362663	CL:5096	31	mixed, incl. galactose metabolic process, and Other glycan degradation
362663	CL:5097	18	mixed, incl. galactose metabolic process, and Other glycan degradation
362663	CL:5098	10	galactose metabolic process, and LacY/RafB permease family
362663	CL:5099	5	galactose metabolic process
362663	CL:51	2114	cellular_component
362663	CL:5108	5	LacY/RafB permease family, and lactose biosynthetic process
362663	CL:5119	5	Other glycan degradation, and Trehalase
362663	CL:5132	13	mixed, incl. glucose-1-phosphatase activity, and Aldose 1-epimerase
362663	CL:5134	5	mixed, incl. Thioesterase, putative, and D-Tyr-tRNA(Tyr) deacylase
362663	CL:5157	35	mixed, incl. aldonic acid metabolic process, and GntP family permease
362663	CL:5158	24	mixed, incl. GntP family permease, and D-gluconate metabolic process
362663	CL:5159	16	mixed, incl. D-gluconate metabolic process, and LacI-type HTH domain
362663	CL:5161	5	mixed, incl. cAMP binding, and cAMP biosynthesis
362663	CL:5175	8	D-gluconate metabolic process, and gluconate dehydrogenase activity
362663	CL:5192	5	mixed, incl. Hydroxypyruvate isomerase-like, and Nucleotide-binding C-terminal domain
362663	CL:52	2094	cellular_component
362663	CL:5205	11	mostly uncharacterized, incl. nucleosome, and DNA methylase
362663	CL:5207	5	mixed, incl. Sodium/pantothenate symporter, and Protein of unknown function DUF997
362663	CL:5226	48	mixed, incl. fucose metabolic process, and Aldo/keto reductase family
362663	CL:5227	31	mixed, incl. fucose metabolic process, and Aldo/keto reductase family
362663	CL:5228	16	fucose metabolic process, and alcohol dehydrogenase (NADP+) activity
362663	CL:5229	8	alcohol dehydrogenase (NADP+) activity, and Naphthalene degradation
362663	CL:524	5	RNA-DNA hybrid ribonuclease activity, and YwkD-like domain
362663	CL:5245	5	fucose metabolic process
362663	CL:5259	15	Aldo/keto reductase family, and methylglyoxal catabolic process to D-lactate via S-lactoyl-glutathione
362663	CL:5261	5	methylglyoxal catabolic process to D-lactate via S-lactoyl-glutathione, and Peptidase M15 
362663	CL:5277	6	Aldo/keto reductase family
362663	CL:5288	17	mixed, incl. Transposase, IS4-like, and oxidoreductase activity, acting on a sulfur group of donors, disulfide as acceptor
362663	CL:5289	10	mixed, incl. oxidoreductase activity, acting on a sulfur group of donors, disulfide as acceptor, and Protein of unknown function DUF1315
362663	CL:5291	5	mixed, incl. methylglyoxal reductase (NADH-dependent) activity, and Glucose dehydrogenase C-terminus
362663	CL:53	1322	intracellular, and plasma membrane
362663	CL:5308	7	mixed, incl. Transposase, IS4-like, and Microcin V bacteriocin
362663	CL:5321	115	mixed, incl. Pentose and glucuronate interconversions, and carbohydrate catabolic process
362663	CL:5322	87	mixed, incl. Pentose and glucuronate interconversions, and galactonate catabolic process
362663	CL:5323	52	mixed, incl. Pentose and glucuronate interconversions, and galactonate catabolic process
362663	CL:5324	38	mixed, incl. Pentose and glucuronate interconversions, and This entry represents the C-terminal ligand binding domain of many members of the GntR family. This domain probably binds to a range of effector molecules that regulate the transcription of genes through the action of the N-terminal DNA-binding ...
362663	CL:5325	29	mixed, incl. Pentose and glucuronate interconversions, and TRAP transporter solute receptor DctP/TeaA
362663	CL:5326	24	mixed, incl. Pentose and glucuronate interconversions, and TRAP transporter solute receptor DctP/TeaA
362663	CL:5328	12	mixed, incl. Mannitol dehydrogenase, N-terminal, and D-mannonate dehydratase-like
362663	CL:533	18	mixed, incl. tRNA methyltransferase activity, and rRNA pseudouridine synthase activity
362663	CL:5330	5	mixed, incl. Uronate isomerase, and Altronate oxidoreductase
362663	CL:534	11	mixed, incl. tRNA methyltransferase activity, and rRNA (guanine) methyltransferase activity
362663	CL:5340	6	D-mannonate dehydratase-like, and Mannitol dehydrogenase
362663	CL:5357	6	TRAP transporter solute receptor DctP/TeaA, and TRAP transporter large membrane protein DctM
362663	CL:536	5	mixed, incl. MnmE helical domain, and GidA associated domain
362663	CL:5373	5	mixed, incl. Protein of unknown function DUF1283, and diamine N-acetyltransferase activity
362663	CL:5383	7	mixed, incl. galactonate catabolic process, and beta-glucuronidase activity
362663	CL:5399	14	mixed, incl. D-galactonate metabolic process, and RmuC family
362663	CL:54	1288	intracellular, and plasma membrane
362663	CL:5401	6	mixed, incl. D-galactonate metabolic process, and Bordetella uptake gene
362663	CL:5416	5	D-galactonate metabolic process, and FCD domain
362663	CL:5426	35	mixed, incl. Ascorbate and aldarate metabolism, and Rhamnose metabolism
362663	CL:5427	20	Ascorbate and aldarate metabolism, and Transcription regulator HTH, UlaR
362663	CL:5428	12	mixed, incl. L-lyxose metabolic process, and 2,3-diketo-L-gulonate reductase
362663	CL:5430	7	mixed, incl. L-lyxose metabolic process, and HPS/KGPDC domain
362663	CL:5452	7	L-ascorbic acid catabolic process, and protein-phosphocysteine-L-ascorbate-phosphotransferase system transporter activity
362663	CL:5467	13	Rhamnose metabolism, and arabinose catabolic process
362663	CL:5469	7	Rhamnose metabolism
362663	CL:5483	5	xylulose 5-phosphate metabolic process, and Sugar/inositol transporter
362663	CL:5495	28	mixed, incl. aldaric acid catabolic process, and Sugar phosphate transporter
362663	CL:5496	19	mixed, incl. aldaric acid catabolic process, and Sugar phosphate transporter
362663	CL:5499	8	aldaric acid catabolic process, and D-Glucarate dehydratase-like
362663	CL:55	1272	intracellular, and plasma membrane
362663	CL:5518	6	mixed, incl. Sialidase, and PdxA family
362663	CL:5534	6	mixed, incl. YfaZ, and L-rhamnonate dehydratase
362663	CL:5551	43	mixed, incl. Arginine and proline metabolism, and Lysine degradation
362663	CL:5553	25	mixed, incl. polyamine metabolic process, and Orn/Lys/Arg decarboxylase, N-terminal
362663	CL:5554	16	polyamine metabolic process, and lysine decarboxylase activity
362663	CL:5556	6	polyamine biosynthetic process
362663	CL:556	6	rRNA pseudouridine synthase activity, and BipA, domain V
362663	CL:5571	6	lysine decarboxylase activity, and Amino acid antiporter
362663	CL:5586	6	mixed, incl. arginine decarboxylase activity, and melibiose metabolic process
362663	CL:56	1222	intracellular, and plasma membrane
362663	CL:5604	13	arginine catabolic process to glutamate, and gamma-aminobutyric acid metabolic process
362663	CL:5605	8	gamma-aminobutyric acid metabolic process, and CsiD
362663	CL:5620	5	arginine catabolic process to glutamate
362663	CL:5637	448	transport, and DNA-binding transcription factor activity
362663	CL:5638	302	mixed, incl. ABC transporters, and transition metal ion transport
362663	CL:5639	261	mixed, incl. ABC transporters, and transition metal ion transport
362663	CL:5640	169	mixed, incl. ABC transporters, and transition metal ion transport
362663	CL:5641	138	mixed, incl. ABC transporters, and import into cell
362663	CL:5642	95	ABC transporters, and import into cell
362663	CL:5643	54	mixed, incl. amino acid transport, and ABC transporter, permease protein, BtuC-like
362663	CL:5644	33	mixed, incl. ABC transporter, permease protein, BtuC-like, and Periplasmic binding protein
362663	CL:5645	27	mixed, incl. ABC transporter, permease protein, BtuC-like, and Periplasmic binding protein
362663	CL:5647	18	mixed, incl. ABC transporter, permease protein, BtuC-like, and Periplasmic binding protein
362663	CL:5648	12	mixed, incl. cobalamin transport, and NLPA lipoprotein
362663	CL:5649	7	mixed, incl. cobalamin transport, and ATPase-coupled amide-transporter activity
362663	CL:5662	5	NLPA lipoprotein, and methionine transmembrane transporter activity
362663	CL:5672	5	ABC transporter, permease protein, BtuC-like, and RpiR-like, SIS domain
362663	CL:5689	5	glutathione transport, and Cyclic peptide transporter
362663	CL:569	5	mixed, incl. MAPEG family, and O-methyltransferase
362663	CL:5699	5	mixed, incl. Putative pyrophosphorylase ModD, and Methyltransferase domain
362663	CL:57	1005	nitrogen compound metabolic process, and oxidoreductase activity
362663	CL:5709	21	Amino acid ABC transporter, permease protein, 3-TM domain, and Solute-binding protein family 3, conserved site
362663	CL:5711	12	Amino acid ABC transporter, permease protein, 3-TM domain, and Solute-binding protein family 3, conserved site
362663	CL:5713	5	amino acid import, and Specific amino acids and opine-binding periplasmic protein, ABC transporter
362663	CL:5741	5	ABC transporter membrane protein permease protein ArtM/GltK/GlnP/TcyL/YhdX-like, and glutamate binding
362663	CL:5750	41	mixed, incl. ATPase-coupled polyamine transmembrane transporter activity, and Bacterial extracellular solute-binding protein
362663	CL:5751	25	mixed, incl. maltose transmembrane transporter activity, and glycerol-3-phosphate transmembrane transporter activity
362663	CL:5752	13	mixed, incl. ATP-binding cassette (ABC) transporter complex, substrate-binding subunit-containing, and maltose transmembrane transporter activity
362663	CL:5756	6	mixed, incl. Gfo/Idh/MocA-like oxidoreductase, C-terminal, and ATPase-coupled maltose transmembrane transporter activity
362663	CL:5777	12	mixed, incl. maltose transmembrane transporter activity, and glycerol-3-phosphate transmembrane transporter activity
362663	CL:5780	5	ATPase-coupled maltose transmembrane transporter activity, and Maltoporin
362663	CL:5791	5	glycerol-3-phosphate transmembrane transporter activity, and glycerophosphocholine phosphodiesterase activity
362663	CL:58	955	nitrogen compound metabolic process, and cytosol
362663	CL:5800	16	ATPase-coupled polyamine transmembrane transporter activity, and polyamine binding
362663	CL:5801	8	ATPase-coupled polyamine transmembrane transporter activity, and polyamine binding
362663	CL:5818	5	ATPase-coupled spermidine transmembrane transporter activity, and spermidine binding
362663	CL:583	97	DNA repair, and DNA replication
362663	CL:5831	43	mixed, incl. pentose transmembrane transport, and ABC transporter, permease
362663	CL:5832	29	mixed, incl. pentose transmembrane transport, and ABC transporter, permease
362663	CL:5833	22	mixed, incl. pentose transmembrane transport, and ABC transporter, permease
362663	CL:5835	14	mixed, incl. Periplasmic binding protein, and ABC transporter, permease
362663	CL:5837	6	D-ribose transmembrane transport, and D-ribose pyranase
362663	CL:585	90	DNA repair, and DNA replication
362663	CL:587	75	DNA repair, and DNA replication
362663	CL:5877	6	D-xylose metabolic process, and D-xylose transmembrane transporter activity
362663	CL:588	63	DNA repair, and DNA replication
362663	CL:589	51	DNA repair, and DNA-directed DNA polymerase activity
362663	CL:5890	10	mixed, incl. allose catabolic process, and Ribose-phosphate pyrophosphokinase
362663	CL:5892	5	allose catabolic process, and RpiR-like, SIS domain
362663	CL:59	875	nitrogen compound metabolic process, and protein binding
362663	CL:590	40	DNA repair
362663	CL:591	24	DNA repair, and 3-5 DNA helicase activity
362663	CL:5916	31	mixed, incl. zinc ion transport, and ABC transporter, TroCD-like
362663	CL:5917	26	mixed, incl. zinc ion transport, and ABC transporter, TroCD-like
362663	CL:5918	17	mixed, incl. ABC transporter, TroCD-like, and Adhesion lipoprotein
362663	CL:5919	12	ABC transporter, TroCD-like, and Adhesion lipoprotein
362663	CL:5921	5	ABC transporter, TroCD-like, and Adhesin B
362663	CL:593	16	mixed, incl. endodeoxyribonuclease complex, and RecF/RecN/SMC, N-terminal
362663	CL:594	10	endodeoxyribonuclease complex, and DDH domain
362663	CL:5942	5	mixed, incl. NRAMP family, and DTXR-type HTH domain
362663	CL:5953	5	zinc ion transport
362663	CL:596	5	endodeoxyribonuclease complex
362663	CL:5968	5	mixed, incl. Transposase, IS111A/IS1328/IS1533, N-terminal, and DNA integration
362663	CL:5977	92	mixed, incl. lactone metabolic process, and siderophore transport
362663	CL:5978	76	mixed, incl. lactone metabolic process, and siderophore transport
362663	CL:5979	68	mixed, incl. lactone metabolic process, and iron ion transmembrane transport
362663	CL:5980	56	mixed, incl. lactone metabolic process, and siderophore transmembrane transport
362663	CL:5981	51	mixed, incl. lactone metabolic process, and siderophore transmembrane transport
362663	CL:5983	45	mixed, incl. lactone metabolic process, and siderophore transmembrane transport
362663	CL:5984	25	mixed, incl. ACP-like superfamily, and Thioesterase type II, NRPS/PKS/S-FAS
362663	CL:5985	16	ACP-like superfamily, and Aminobenzoate degradation
362663	CL:5988	11	ACP-like superfamily
362663	CL:5990	5	Polyketide synthase, phosphopantetheine-binding domain
362663	CL:60	855	nitrogen compound metabolic process, and nucleotide binding
362663	CL:6017	5	mixed, incl. Salicylate synthase, and AmpG-like permease/Acetyl-coenzyme A transporter 1
362663	CL:6033	20	enterobactin metabolic process, and lactone transport
362663	CL:6034	15	enterobactin metabolic process, and colicin transmembrane transporter activity
362663	CL:6036	7	enterobactin metabolic process
362663	CL:6063	5	lactone transport, and P-loop containing region of AAA domain
362663	CL:6082	5	mixed, incl. Transposase InsF-like, and Helix-turn-helix domain
362663	CL:6091	12	mixed, incl. Haem utilisation ChuX/HutX, and heme transmembrane transporter activity
362663	CL:6094	6	mixed, incl. Anaerobilin synthase HutW, and Intracellular heme transport protein HutX-like
362663	CL:61	837	nitrogen compound metabolic process, and nucleotide binding
362663	CL:6115	5	mixed, incl. Siderophore-interacting protein, and Protein of unknown function DUF454
362663	CL:6129	16	Menaquinone biosynthesis, and succinate transport
362663	CL:613	6	mixed, incl. RecF/RecN/SMC, N-terminal, and RecX family
362663	CL:6130	11	Menaquinone biosynthesis, and Ribonuclease BN
362663	CL:6132	6	Menaquinone biosynthesis
362663	CL:6151	5	succinate transport, and Transport protein YidE, putative
362663	CL:6162	39	peptide transmembrane transporter activity, and Oligopeptide/dipeptide ABC transporter, C-terminal
362663	CL:6164	26	peptide transmembrane transporter activity, and Oligopeptide/dipeptide ABC transporter, C-terminal
362663	CL:6165	21	mixed, incl. oligopeptide transmembrane transporter activity, and Oligopeptide/dipeptide ABC transporter, C-terminal
362663	CL:6166	15	mixed, incl. Oligopeptide/dipeptide ABC transporter, C-terminal, and Solute-binding protein family 5, conserved site
362663	CL:6167	10	Oligopeptide/dipeptide ABC transporter, C-terminal, and Solute-binding protein family 5, conserved site
362663	CL:6168	5	beta-Lactam resistance
362663	CL:6177	5	Oligopeptide/dipeptide ABC transporter, C-terminal, and Solute-binding protein family 5, conserved site
362663	CL:6186	5	putrescine transmembrane transporter activity, and Solute-binding protein family 5, conserved site
