#string_protein_id	preferred_name	protein_size	annotation
1131269.AQVV01000005_gene391	AQVV01000005_gene391	398	annotation not available
1131269.AQVV01000005_gene392	AQVV01000005_gene392	306	annotation not available
1131269.AQVV01000005_gene393	AQVV01000005_gene393	441	annotation not available
1131269.AQVV01000005_gene394	AQVV01000005_gene394	539	annotation not available
1131269.AQVV01000005_gene395	AQVV01000005_gene395	495	annotation not available
1131269.AQVV01000005_gene396	AQVV01000005_gene396	58	annotation not available
1131269.AQVV01000005_gene397	AQVV01000005_gene397	266	annotation not available
1131269.AQVV01000005_gene398	AQVV01000005_gene398	262	annotation not available
1131269.AQVV01000005_gene399	AQVV01000005_gene399	490	annotation not available
1131269.AQVV01000005_gene400	AQVV01000005_gene400	107	annotation not available
1131269.AQVV01000005_gene401	AQVV01000005_gene401	338	annotation not available
1131269.AQVV01000005_gene402	AQVV01000005_gene402	384	annotation not available
1131269.AQVV01000005_gene403	AQVV01000005_gene403	56	annotation not available
1131269.AQVV01000005_gene404	AQVV01000005_gene404	327	annotation not available
1131269.AQVV01000005_gene405	AQVV01000005_gene405	79	annotation not available
1131269.AQVV01000005_gene406	AQVV01000005_gene406	169	annotation not available
1131269.AQVV01000005_gene407	AQVV01000005_gene407	110	annotation not available
1131269.AQVV01000005_gene408	AQVV01000005_gene408	40	annotation not available
1131269.AQVV01000005_gene409	AQVV01000005_gene409	141	annotation not available
1131269.AQVV01000005_gene410	AQVV01000005_gene410	263	annotation not available
1131269.AQVV01000005_gene411	AQVV01000005_gene411	356	annotation not available
1131269.AQVV01000005_gene412	AQVV01000005_gene412	93	annotation not available
1131269.AQVV01000005_gene413	AQVV01000005_gene413	299	annotation not available
1131269.AQVV01000005_gene414	AQVV01000005_gene414	250	annotation not available
1131269.AQVV01000006_gene429	AQVV01000006_gene429	306	annotation not available
1131269.AQVV01000006_gene430	AQVV01000006_gene430	124	annotation not available
1131269.AQVV01000006_gene431	AQVV01000006_gene431	81	annotation not available
1131269.AQVV01000006_gene432	AQVV01000006_gene432	310	annotation not available
1131269.AQVV01000006_gene433	AQVV01000006_gene433	329	annotation not available
1131269.AQVV01000006_gene434	AQVV01000006_gene434	240	annotation not available
1131269.AQVV01000006_gene435	AQVV01000006_gene435	384	annotation not available
1131269.AQVV01000006_gene436	AQVV01000006_gene436	309	annotation not available
1131269.AQVV01000006_gene437	AQVV01000006_gene437	103	annotation not available
1131269.AQVV01000006_gene438	AQVV01000006_gene438	261	annotation not available
1131269.AQVV01000006_gene439	AQVV01000006_gene439	204	annotation not available
1131269.AQVV01000006_gene440	AQVV01000006_gene440	214	annotation not available
1131269.AQVV01000006_gene441	AQVV01000006_gene441	151	annotation not available
1131269.AQVV01000006_gene442	AQVV01000006_gene442	567	annotation not available
1131269.AQVV01000006_gene443	AQVV01000006_gene443	105	annotation not available
1131269.AQVV01000006_gene444	AQVV01000006_gene444	100	annotation not available
1131269.AQVV01000006_gene445	AQVV01000006_gene445	296	annotation not available
1131269.AQVV01000006_gene446	AQVV01000006_gene446	177	annotation not available
1131269.AQVV01000006_gene447	AQVV01000006_gene447	49	annotation not available
1131269.AQVV01000006_gene448	AQVV01000006_gene448	65	annotation not available
1131269.AQVV01000006_gene449	AQVV01000006_gene449	66	annotation not available
1131269.AQVV01000006_gene450	AQVV01000006_gene450	90	annotation not available
1131269.AQVV01000006_gene451	AQVV01000006_gene451	87	annotation not available
1131269.AQVV01000006_gene452	AQVV01000006_gene452	89	annotation not available
1131269.AQVV01000006_gene453	AQVV01000006_gene453	65	annotation not available
1131269.AQVV01000006_gene454	AQVV01000006_gene454	77	annotation not available
1131269.AQVV01000006_gene455	AQVV01000006_gene455	60	annotation not available
1131269.AQVV01000006_gene456	AQVV01000006_gene456	107	annotation not available
1131269.AQVV01000006_gene457	AQVV01000006_gene457	100	annotation not available
1131269.AQVV01000006_gene458	AQVV01000006_gene458	58	annotation not available
1131269.AQVV01000006_gene459	AQVV01000006_gene459	34	annotation not available
1131269.AQVV01000006_gene460	AQVV01000006_gene460	123	annotation not available
1131269.AQVV01000006_gene461	AQVV01000006_gene461	74	annotation not available
1131269.AQVV01000006_gene462	AQVV01000006_gene462	140	annotation not available
1131269.AQVV01000006_gene463	AQVV01000006_gene463	283	annotation not available
1131269.AQVV01000006_gene464	AQVV01000006_gene464	230	annotation not available
1131269.AQVV01000006_gene465	AQVV01000006_gene465	421	annotation not available
1131269.AQVV01000006_gene466	AQVV01000006_gene466	222	annotation not available
1131269.AQVV01000006_gene467	AQVV01000006_gene467	409	annotation not available
1131269.AQVV01000006_gene468	AQVV01000006_gene468	63	annotation not available
1131269.AQVV01000006_gene469	AQVV01000006_gene469	28	annotation not available
1131269.AQVV01000006_gene470	AQVV01000006_gene470	585	annotation not available
1131269.AQVV01000006_gene471	AQVV01000006_gene471	105	annotation not available
1131269.AQVV01000006_gene472	AQVV01000006_gene472	70	annotation not available
1131269.AQVV01000006_gene473	AQVV01000006_gene473	43	annotation not available
1131269.AQVV01000006_gene474	AQVV01000006_gene474	121	annotation not available
1131269.AQVV01000006_gene475	AQVV01000006_gene475	48	annotation not available
1131269.AQVV01000006_gene476	AQVV01000006_gene476	52	annotation not available
1131269.AQVV01000006_gene477	AQVV01000006_gene477	126	annotation not available
1131269.AQVV01000006_gene478	AQVV01000006_gene478	224	annotation not available
1131269.AQVV01000006_gene479	AQVV01000006_gene479	361	annotation not available
1131269.AQVV01000006_gene480	AQVV01000006_gene480	115	annotation not available
1131269.AQVV01000006_gene481	AQVV01000006_gene481	46	annotation not available
1131269.AQVV01000006_gene482	AQVV01000006_gene482	151	annotation not available
1131269.AQVV01000006_gene483	AQVV01000006_gene483	136	annotation not available
1131269.AQVV01000006_gene484	AQVV01000006_gene484	463	annotation not available
1131269.AQVV01000006_gene485	AQVV01000006_gene485	267	annotation not available
1131269.AQVV01000006_gene486	AQVV01000006_gene486	112	annotation not available
1131269.AQVV01000006_gene487	AQVV01000006_gene487	411	annotation not available
1131269.AQVV01000006_gene488	AQVV01000006_gene488	780	annotation not available
1131269.AQVV01000006_gene489	AQVV01000006_gene489	184	annotation not available
1131269.AQVV01000006_gene490	AQVV01000006_gene490	877	annotation not available
1131269.AQVV01000006_gene491	AQVV01000006_gene491	396	annotation not available
1131269.AQVV01000006_gene492	AQVV01000006_gene492	326	annotation not available
1131269.AQVV01000006_gene493	AQVV01000006_gene493	141	annotation not available
1131269.AQVV01000006_gene494	AQVV01000006_gene494	119	annotation not available
1131269.AQVV01000006_gene495	AQVV01000006_gene495	161	annotation not available
1131269.AQVV01000006_gene496	AQVV01000006_gene496	142	annotation not available
1131269.AQVV01000006_gene497	AQVV01000006_gene497	799	annotation not available
1131269.AQVV01000006_gene498	AQVV01000006_gene498	63	annotation not available
1131269.AQVV01000006_gene499	AQVV01000006_gene499	81	annotation not available
1131269.AQVV01000006_gene500	AQVV01000006_gene500	89	annotation not available
1131269.AQVV01000006_gene501	AQVV01000006_gene501	202	annotation not available
1131269.AQVV01000006_gene502	AQVV01000006_gene502	293	annotation not available
1131269.AQVV01000006_gene503	AQVV01000006_gene503	663	annotation not available
1131269.AQVV01000006_gene504	AQVV01000006_gene504	405	annotation not available
1131269.AQVV01000006_gene505	AQVV01000006_gene505	413	annotation not available
1131269.AQVV01000006_gene506	AQVV01000006_gene506	432	annotation not available
1131269.AQVV01000006_gene507	AQVV01000006_gene507	493	annotation not available
1131269.AQVV01000006_gene508	AQVV01000006_gene508	665	annotation not available
1131269.AQVV01000006_gene509	AQVV01000006_gene509	299	annotation not available
1131269.AQVV01000006_gene510	AQVV01000006_gene510	324	annotation not available
1131269.AQVV01000006_gene511	AQVV01000006_gene511	183	annotation not available
1131269.AQVV01000006_gene512	AQVV01000006_gene512	61	annotation not available
1131269.AQVV01000006_gene513	AQVV01000006_gene513	399	annotation not available
1131269.AQVV01000006_gene514	AQVV01000006_gene514	110	annotation not available
1131269.AQVV01000006_gene515	AQVV01000006_gene515	44	annotation not available
1131269.AQVV01000006_gene516	AQVV01000006_gene516	266	annotation not available
1131269.AQVV01000006_gene517	AQVV01000006_gene517	68	annotation not available
1131269.AQVV01000006_gene518	AQVV01000006_gene518	39	annotation not available
1131269.AQVV01000006_gene519	AQVV01000006_gene519	213	annotation not available
1131269.AQVV01000006_gene520	AQVV01000006_gene520	405	annotation not available
1131269.AQVV01000006_gene521	AQVV01000006_gene521	43	annotation not available
1131269.AQVV01000006_gene522	AQVV01000006_gene522	158	annotation not available
1131269.AQVV01000006_gene523	AQVV01000006_gene523	58	annotation not available
1131269.AQVV01000006_gene524	AQVV01000006_gene524	329	annotation not available
1131269.AQVV01000006_gene525	AQVV01000006_gene525	89	annotation not available
1131269.AQVV01000006_gene526	AQVV01000006_gene526	253	annotation not available
1131269.AQVV01000006_gene527	AQVV01000006_gene527	87	annotation not available
1131269.AQVV01000006_gene528	AQVV01000006_gene528	223	annotation not available
1131269.AQVV01000006_gene529	AQVV01000006_gene529	304	annotation not available
1131269.AQVV01000006_gene530	AQVV01000006_gene530	378	annotation not available
1131269.AQVV01000006_gene531	AQVV01000006_gene531	276	annotation not available
1131269.AQVV01000006_gene532	AQVV01000006_gene532	331	annotation not available
1131269.AQVV01000006_gene533	AQVV01000006_gene533	904	annotation not available
1131269.AQVV01000006_gene534	AQVV01000006_gene534	423	annotation not available
1131269.AQVV01000006_gene535	AQVV01000006_gene535	42	annotation not available
1131269.AQVV01000006_gene536	AQVV01000006_gene536	49	annotation not available
1131269.AQVV01000006_gene537	AQVV01000006_gene537	317	annotation not available
1131269.AQVV01000006_gene538	AQVV01000006_gene538	321	annotation not available
1131269.AQVV01000006_gene539	AQVV01000006_gene539	29	annotation not available
1131269.AQVV01000006_gene540	AQVV01000006_gene540	520	annotation not available
1131269.AQVV01000006_gene541	AQVV01000006_gene541	111	annotation not available
1131269.AQVV01000006_gene542	AQVV01000006_gene542	348	annotation not available
1131269.AQVV01000006_gene543	AQVV01000006_gene543	55	annotation not available
1131269.AQVV01000006_gene544	AQVV01000006_gene544	408	annotation not available
1131269.AQVV01000006_gene545	AQVV01000006_gene545	168	annotation not available
1131269.AQVV01000006_gene546	AQVV01000006_gene546	54	annotation not available
1131269.AQVV01000007_gene1000	AQVV01000007_gene1000	338	annotation not available
1131269.AQVV01000007_gene1001	AQVV01000007_gene1001	108	annotation not available
1131269.AQVV01000007_gene1002	AQVV01000007_gene1002	714	annotation not available
1131269.AQVV01000007_gene1003	AQVV01000007_gene1003	268	annotation not available
1131269.AQVV01000007_gene1004	AQVV01000007_gene1004	224	annotation not available
1131269.AQVV01000007_gene1005	AQVV01000007_gene1005	267	annotation not available
1131269.AQVV01000007_gene1006	AQVV01000007_gene1006	396	annotation not available
1131269.AQVV01000007_gene1007	AQVV01000007_gene1007	211	annotation not available
1131269.AQVV01000007_gene1008	AQVV01000007_gene1008	270	annotation not available
1131269.AQVV01000007_gene1009	AQVV01000007_gene1009	338	annotation not available
1131269.AQVV01000007_gene1010	AQVV01000007_gene1010	190	annotation not available
1131269.AQVV01000007_gene1011	AQVV01000007_gene1011	496	annotation not available
1131269.AQVV01000007_gene1012	AQVV01000007_gene1012	275	annotation not available
1131269.AQVV01000007_gene1013	AQVV01000007_gene1013	285	annotation not available
1131269.AQVV01000007_gene1014	AQVV01000007_gene1014	303	annotation not available
1131269.AQVV01000007_gene1015	AQVV01000007_gene1015	330	annotation not available
1131269.AQVV01000007_gene1016	AQVV01000007_gene1016	312	annotation not available
1131269.AQVV01000007_gene1017	AQVV01000007_gene1017	149	annotation not available
1131269.AQVV01000007_gene1018	AQVV01000007_gene1018	310	annotation not available
1131269.AQVV01000007_gene1019	AQVV01000007_gene1019	318	annotation not available
1131269.AQVV01000007_gene1020	AQVV01000007_gene1020	335	annotation not available
1131269.AQVV01000007_gene1021	AQVV01000007_gene1021	234	annotation not available
1131269.AQVV01000007_gene1022	AQVV01000007_gene1022	658	annotation not available
1131269.AQVV01000007_gene1023	AQVV01000007_gene1023	167	annotation not available
1131269.AQVV01000007_gene1024	AQVV01000007_gene1024	215	annotation not available
1131269.AQVV01000007_gene1025	AQVV01000007_gene1025	597	annotation not available
1131269.AQVV01000007_gene1026	AQVV01000007_gene1026	314	annotation not available
1131269.AQVV01000007_gene1027	AQVV01000007_gene1027	834	annotation not available
1131269.AQVV01000007_gene1028	AQVV01000007_gene1028	136	annotation not available
1131269.AQVV01000007_gene1029	AQVV01000007_gene1029	277	annotation not available
1131269.AQVV01000007_gene1030	AQVV01000007_gene1030	66	annotation not available
1131269.AQVV01000007_gene1031	AQVV01000007_gene1031	409	annotation not available
1131269.AQVV01000007_gene1032	AQVV01000007_gene1032	216	annotation not available
1131269.AQVV01000007_gene1033	AQVV01000007_gene1033	272	annotation not available
1131269.AQVV01000007_gene1034	AQVV01000007_gene1034	282	annotation not available
1131269.AQVV01000007_gene1035	AQVV01000007_gene1035	119	annotation not available
1131269.AQVV01000007_gene1036	AQVV01000007_gene1036	251	annotation not available
1131269.AQVV01000007_gene1037	AQVV01000007_gene1037	63	annotation not available
1131269.AQVV01000007_gene1038	AQVV01000007_gene1038	615	annotation not available
1131269.AQVV01000007_gene1039	AQVV01000007_gene1039	461	annotation not available
1131269.AQVV01000007_gene1040	AQVV01000007_gene1040	202	annotation not available
1131269.AQVV01000007_gene1041	AQVV01000007_gene1041	401	annotation not available
1131269.AQVV01000007_gene1042	AQVV01000007_gene1042	62	annotation not available
1131269.AQVV01000007_gene1043	AQVV01000007_gene1043	250	annotation not available
1131269.AQVV01000007_gene1044	AQVV01000007_gene1044	71	annotation not available
1131269.AQVV01000007_gene1045	AQVV01000007_gene1045	422	annotation not available
1131269.AQVV01000007_gene1046	AQVV01000007_gene1046	141	annotation not available
1131269.AQVV01000007_gene1047	AQVV01000007_gene1047	237	annotation not available
1131269.AQVV01000007_gene1048	AQVV01000007_gene1048	791	annotation not available
1131269.AQVV01000007_gene1049	AQVV01000007_gene1049	289	annotation not available
1131269.AQVV01000007_gene1050	AQVV01000007_gene1050	209	annotation not available
1131269.AQVV01000007_gene1051	AQVV01000007_gene1051	356	annotation not available
1131269.AQVV01000007_gene1052	AQVV01000007_gene1052	340	annotation not available
1131269.AQVV01000007_gene1053	AQVV01000007_gene1053	123	annotation not available
1131269.AQVV01000007_gene1054	AQVV01000007_gene1054	182	annotation not available
1131269.AQVV01000007_gene1055	AQVV01000007_gene1055	162	annotation not available
1131269.AQVV01000007_gene1056	AQVV01000007_gene1056	228	annotation not available
1131269.AQVV01000007_gene1057	AQVV01000007_gene1057	283	annotation not available
1131269.AQVV01000007_gene1058	AQVV01000007_gene1058	639	annotation not available
1131269.AQVV01000007_gene1059	AQVV01000007_gene1059	424	annotation not available
1131269.AQVV01000007_gene1060	AQVV01000007_gene1060	302	annotation not available
1131269.AQVV01000007_gene1061	AQVV01000007_gene1061	96	annotation not available
1131269.AQVV01000007_gene1062	AQVV01000007_gene1062	145	annotation not available
1131269.AQVV01000007_gene1063	AQVV01000007_gene1063	273	annotation not available
1131269.AQVV01000007_gene1064	AQVV01000007_gene1064	1637	annotation not available
1131269.AQVV01000007_gene1065	AQVV01000007_gene1065	450	annotation not available
1131269.AQVV01000007_gene1066	AQVV01000007_gene1066	229	annotation not available
1131269.AQVV01000007_gene1067	AQVV01000007_gene1067	225	annotation not available
1131269.AQVV01000007_gene1068	AQVV01000007_gene1068	217	annotation not available
1131269.AQVV01000007_gene1069	AQVV01000007_gene1069	273	annotation not available
1131269.AQVV01000007_gene1070	AQVV01000007_gene1070	216	annotation not available
1131269.AQVV01000007_gene1071	AQVV01000007_gene1071	76	annotation not available
1131269.AQVV01000007_gene1072	AQVV01000007_gene1072	342	annotation not available
1131269.AQVV01000007_gene1073	AQVV01000007_gene1073	432	annotation not available
1131269.AQVV01000007_gene1074	AQVV01000007_gene1074	423	annotation not available
1131269.AQVV01000007_gene1075	AQVV01000007_gene1075	240	annotation not available
1131269.AQVV01000007_gene1076	AQVV01000007_gene1076	95	annotation not available
1131269.AQVV01000007_gene1077	AQVV01000007_gene1077	93	annotation not available
1131269.AQVV01000007_gene987	AQVV01000007_gene987	199	annotation not available
1131269.AQVV01000007_gene988	AQVV01000007_gene988	136	annotation not available
1131269.AQVV01000007_gene989	AQVV01000007_gene989	165	annotation not available
1131269.AQVV01000007_gene990	AQVV01000007_gene990	205	annotation not available
1131269.AQVV01000007_gene991	AQVV01000007_gene991	286	annotation not available
1131269.AQVV01000007_gene992	AQVV01000007_gene992	314	annotation not available
1131269.AQVV01000007_gene993	AQVV01000007_gene993	492	annotation not available
1131269.AQVV01000007_gene994	AQVV01000007_gene994	192	annotation not available
1131269.AQVV01000007_gene995	AQVV01000007_gene995	838	annotation not available
1131269.AQVV01000007_gene996	AQVV01000007_gene996	313	annotation not available
1131269.AQVV01000007_gene997	AQVV01000007_gene997	414	annotation not available
1131269.AQVV01000007_gene998	AQVV01000007_gene998	94	annotation not available
1131269.AQVV01000007_gene999	AQVV01000007_gene999	268	annotation not available
1131269.AQVV01000008_gene908	AQVV01000008_gene908	67	annotation not available
1131269.AQVV01000008_gene909	AQVV01000008_gene909	417	annotation not available
1131269.AQVV01000008_gene910	AQVV01000008_gene910	364	annotation not available
1131269.AQVV01000008_gene911	AQVV01000008_gene911	175	annotation not available
1131269.AQVV01000008_gene912	AQVV01000008_gene912	316	annotation not available
1131269.AQVV01000008_gene913	AQVV01000008_gene913	375	annotation not available
1131269.AQVV01000008_gene914	AQVV01000008_gene914	346	annotation not available
1131269.AQVV01000008_gene915	AQVV01000008_gene915	314	annotation not available
1131269.AQVV01000008_gene916	AQVV01000008_gene916	383	annotation not available
1131269.AQVV01000008_gene917	AQVV01000008_gene917	724	annotation not available
1131269.AQVV01000008_gene918	AQVV01000008_gene918	437	annotation not available
1131269.AQVV01000008_gene919	AQVV01000008_gene919	120	annotation not available
1131269.AQVV01000008_gene920	AQVV01000008_gene920	159	annotation not available
1131269.AQVV01000008_gene921	AQVV01000008_gene921	182	annotation not available
1131269.AQVV01000008_gene922	AQVV01000008_gene922	198	annotation not available
1131269.AQVV01000008_gene923	AQVV01000008_gene923	390	annotation not available
1131269.AQVV01000008_gene924	AQVV01000008_gene924	409	annotation not available
1131269.AQVV01000008_gene925	AQVV01000008_gene925	162	annotation not available
1131269.AQVV01000008_gene926	AQVV01000008_gene926	36	annotation not available
1131269.AQVV01000008_gene927	AQVV01000008_gene927	152	annotation not available
1131269.AQVV01000008_gene928	AQVV01000008_gene928	364	annotation not available
1131269.AQVV01000008_gene929	AQVV01000008_gene929	256	annotation not available
1131269.AQVV01000008_gene930	AQVV01000008_gene930	319	annotation not available
1131269.AQVV01000008_gene931	AQVV01000008_gene931	321	annotation not available
1131269.AQVV01000008_gene932	AQVV01000008_gene932	603	annotation not available
1131269.AQVV01000008_gene933	AQVV01000008_gene933	600	annotation not available
1131269.AQVV01000008_gene934	AQVV01000008_gene934	726	annotation not available
1131269.AQVV01000008_gene935	AQVV01000008_gene935	170	annotation not available
1131269.AQVV01000008_gene936	AQVV01000008_gene936	725	annotation not available
1131269.AQVV01000008_gene937	AQVV01000008_gene937	953	annotation not available
1131269.AQVV01000008_gene938	AQVV01000008_gene938	219	annotation not available
1131269.AQVV01000008_gene939	AQVV01000008_gene939	138	annotation not available
1131269.AQVV01000008_gene940	AQVV01000008_gene940	228	annotation not available
1131269.AQVV01000008_gene941	AQVV01000008_gene941	465	annotation not available
1131269.AQVV01000008_gene942	AQVV01000008_gene942	497	annotation not available
1131269.AQVV01000008_gene943	AQVV01000008_gene943	329	annotation not available
1131269.AQVV01000008_gene944	AQVV01000008_gene944	318	annotation not available
1131269.AQVV01000008_gene945	AQVV01000008_gene945	332	annotation not available
1131269.AQVV01000008_gene946	AQVV01000008_gene946	330	annotation not available
1131269.AQVV01000008_gene947	AQVV01000008_gene947	523	annotation not available
1131269.AQVV01000008_gene948	AQVV01000008_gene948	364	annotation not available
1131269.AQVV01000008_gene949	AQVV01000008_gene949	393	annotation not available
1131269.AQVV01000008_gene950	AQVV01000008_gene950	633	annotation not available
1131269.AQVV01000008_gene951	AQVV01000008_gene951	66	annotation not available
1131269.AQVV01000008_gene952	AQVV01000008_gene952	431	annotation not available
1131269.AQVV01000008_gene953	AQVV01000008_gene953	201	annotation not available
1131269.AQVV01000008_gene954	AQVV01000008_gene954	108	annotation not available
1131269.AQVV01000008_gene955	AQVV01000008_gene955	368	annotation not available
1131269.AQVV01000008_gene956	AQVV01000008_gene956	376	annotation not available
1131269.AQVV01000008_gene957	AQVV01000008_gene957	306	annotation not available
1131269.AQVV01000008_gene958	AQVV01000008_gene958	601	annotation not available
1131269.AQVV01000008_gene959	AQVV01000008_gene959	304	annotation not available
1131269.AQVV01000008_gene960	AQVV01000008_gene960	153	annotation not available
1131269.AQVV01000008_gene961	AQVV01000008_gene961	37	annotation not available
1131269.AQVV01000008_gene962	AQVV01000008_gene962	282	annotation not available
1131269.AQVV01000008_gene963	AQVV01000008_gene963	276	annotation not available
1131269.AQVV01000008_gene964	AQVV01000008_gene964	307	annotation not available
1131269.AQVV01000008_gene965	AQVV01000008_gene965	378	annotation not available
1131269.AQVV01000008_gene966	AQVV01000008_gene966	75	annotation not available
1131269.AQVV01000008_gene967	AQVV01000008_gene967	193	annotation not available
1131269.AQVV01000008_gene968	AQVV01000008_gene968	30	annotation not available
1131269.AQVV01000008_gene969	AQVV01000008_gene969	680	annotation not available
1131269.AQVV01000008_gene970	AQVV01000008_gene970	193	annotation not available
1131269.AQVV01000008_gene971	AQVV01000008_gene971	67	annotation not available
1131269.AQVV01000008_gene972	AQVV01000008_gene972	338	annotation not available
1131269.AQVV01000008_gene973	AQVV01000008_gene973	368	annotation not available
1131269.AQVV01000008_gene974	AQVV01000008_gene974	241	annotation not available
1131269.AQVV01000008_gene975	AQVV01000008_gene975	211	annotation not available
1131269.AQVV01000008_gene976	AQVV01000008_gene976	272	annotation not available
1131269.AQVV01000008_gene977	AQVV01000008_gene977	90	annotation not available
1131269.AQVV01000008_gene978	AQVV01000008_gene978	122	annotation not available
1131269.AQVV01000008_gene979	AQVV01000008_gene979	480	annotation not available
1131269.AQVV01000008_gene980	AQVV01000008_gene980	265	annotation not available
1131269.AQVV01000008_gene981	AQVV01000008_gene981	150	annotation not available
1131269.AQVV01000008_gene982	AQVV01000008_gene982	680	annotation not available
1131269.AQVV01000008_gene983	AQVV01000008_gene983	112	annotation not available
1131269.AQVV01000008_gene984	AQVV01000008_gene984	307	annotation not available
1131269.AQVV01000008_gene985	AQVV01000008_gene985	312	annotation not available
1131269.AQVV01000008_gene986	AQVV01000008_gene986	116	annotation not available
1131269.AQVV01000009_gene1078	AQVV01000009_gene1078	363	annotation not available
1131269.AQVV01000009_gene1079	AQVV01000009_gene1079	249	annotation not available
1131269.AQVV01000009_gene1080	AQVV01000009_gene1080	322	annotation not available
1131269.AQVV01000009_gene1081	AQVV01000009_gene1081	319	annotation not available
1131269.AQVV01000009_gene1082	AQVV01000009_gene1082	485	annotation not available
1131269.AQVV01000009_gene1083	AQVV01000009_gene1083	361	annotation not available
1131269.AQVV01000009_gene1084	AQVV01000009_gene1084	133	annotation not available
1131269.AQVV01000009_gene1085	AQVV01000009_gene1085	305	annotation not available
1131269.AQVV01000009_gene1086	AQVV01000009_gene1086	39	annotation not available
1131269.AQVV01000009_gene1087	AQVV01000009_gene1087	265	annotation not available
1131269.AQVV01000009_gene1088	AQVV01000009_gene1088	310	annotation not available
1131269.AQVV01000009_gene1089	AQVV01000009_gene1089	383	annotation not available
1131269.AQVV01000009_gene1090	AQVV01000009_gene1090	326	annotation not available
1131269.AQVV01000009_gene1091	AQVV01000009_gene1091	388	annotation not available
1131269.AQVV01000009_gene1092	AQVV01000009_gene1092	329	annotation not available
1131269.AQVV01000009_gene1093	AQVV01000009_gene1093	410	annotation not available
1131269.AQVV01000009_gene1094	AQVV01000009_gene1094	543	annotation not available
1131269.AQVV01000009_gene1095	AQVV01000009_gene1095	306	annotation not available
1131269.AQVV01000009_gene1096	AQVV01000009_gene1096	197	annotation not available
1131269.AQVV01000009_gene1097	AQVV01000009_gene1097	290	annotation not available
1131269.AQVV01000009_gene1098	AQVV01000009_gene1098	266	annotation not available
1131269.AQVV01000009_gene1099	AQVV01000009_gene1099	222	annotation not available
1131269.AQVV01000009_gene1100	AQVV01000009_gene1100	706	annotation not available
1131269.AQVV01000009_gene1101	AQVV01000009_gene1101	336	annotation not available
1131269.AQVV01000009_gene1102	AQVV01000009_gene1102	328	annotation not available
1131269.AQVV01000009_gene1103	AQVV01000009_gene1103	220	annotation not available
1131269.AQVV01000009_gene1104	AQVV01000009_gene1104	507	annotation not available
1131269.AQVV01000009_gene1105	AQVV01000009_gene1105	149	annotation not available
1131269.AQVV01000009_gene1106	AQVV01000009_gene1106	274	annotation not available
1131269.AQVV01000009_gene1107	AQVV01000009_gene1107	168	annotation not available
1131269.AQVV01000009_gene1108	AQVV01000009_gene1108	483	annotation not available
1131269.AQVV01000009_gene1109	AQVV01000009_gene1109	136	annotation not available
1131269.AQVV01000009_gene1110	AQVV01000009_gene1110	217	annotation not available
1131269.AQVV01000009_gene1111	AQVV01000009_gene1111	1212	annotation not available
1131269.AQVV01000009_gene1112	AQVV01000009_gene1112	395	annotation not available
1131269.AQVV01000009_gene1113	AQVV01000009_gene1113	200	annotation not available
1131269.AQVV01000009_gene1114	AQVV01000009_gene1114	271	annotation not available
1131269.AQVV01000009_gene1115	AQVV01000009_gene1115	420	annotation not available
1131269.AQVV01000009_gene1116	AQVV01000009_gene1116	859	annotation not available
1131269.AQVV01000009_gene1117	AQVV01000009_gene1117	229	annotation not available
1131269.AQVV01000009_gene1118	AQVV01000009_gene1118	375	annotation not available
1131269.AQVV01000009_gene1119	AQVV01000009_gene1119	385	annotation not available
1131269.AQVV01000009_gene1120	AQVV01000009_gene1120	123	annotation not available
1131269.AQVV01000009_gene1121	AQVV01000009_gene1121	43	annotation not available
1131269.AQVV01000009_gene1122	AQVV01000009_gene1122	68	annotation not available
1131269.AQVV01000009_gene1123	AQVV01000009_gene1123	461	annotation not available
1131269.AQVV01000009_gene1124	AQVV01000009_gene1124	265	annotation not available
1131269.AQVV01000009_gene1125	AQVV01000009_gene1125	117	annotation not available
1131269.AQVV01000009_gene1126	AQVV01000009_gene1126	101	annotation not available
1131269.AQVV01000009_gene1127	AQVV01000009_gene1127	608	annotation not available
1131269.AQVV01000009_gene1128	AQVV01000009_gene1128	267	annotation not available
1131269.AQVV01000009_gene1129	AQVV01000009_gene1129	478	annotation not available
1131269.AQVV01000009_gene1130	AQVV01000009_gene1130	237	annotation not available
1131269.AQVV01000009_gene1131	AQVV01000009_gene1131	173	annotation not available
1131269.AQVV01000009_gene1132	AQVV01000009_gene1132	309	annotation not available
1131269.AQVV01000009_gene1133	AQVV01000009_gene1133	366	annotation not available
1131269.AQVV01000009_gene1134	AQVV01000009_gene1134	518	annotation not available
1131269.AQVV01000009_gene1135	AQVV01000009_gene1135	103	annotation not available
1131269.AQVV01000009_gene1136	AQVV01000009_gene1136	473	annotation not available
1131269.AQVV01000009_gene1137	AQVV01000009_gene1137	365	annotation not available
1131269.AQVV01000009_gene1138	AQVV01000009_gene1138	581	annotation not available
1131269.AQVV01000009_gene1139	AQVV01000009_gene1139	198	annotation not available
1131269.AQVV01000009_gene1140	AQVV01000009_gene1140	295	annotation not available
1131269.AQVV01000009_gene1141	AQVV01000009_gene1141	140	annotation not available
1131269.AQVV01000009_gene1142	AQVV01000009_gene1142	189	annotation not available
1131269.AQVV01000009_gene1143	AQVV01000009_gene1143	219	annotation not available
1131269.AQVV01000009_gene1144	AQVV01000009_gene1144	173	annotation not available
1131269.AQVV01000009_gene1145	AQVV01000009_gene1145	76	annotation not available
