#string_protein_id	preferred_name	protein_size	annotation
118005.AWNK01000003_gene2296	AWNK01000003_gene2296	260	annotation not available
118005.AWNK01000003_gene2297	AWNK01000003_gene2297	406	annotation not available
118005.AWNK01000003_gene2298	AWNK01000003_gene2298	395	annotation not available
118005.AWNK01000003_gene2299	AWNK01000003_gene2299	378	annotation not available
118005.AWNK01000003_gene2300	AWNK01000003_gene2300	244	annotation not available
118005.AWNK01000003_gene2301	AWNK01000003_gene2301	70	annotation not available
118005.AWNK01000003_gene2302	AWNK01000003_gene2302	494	annotation not available
118005.AWNK01000003_gene2303	AWNK01000003_gene2303	485	annotation not available
118005.AWNK01000003_gene2304	AWNK01000003_gene2304	291	annotation not available
118005.AWNK01000003_gene2305	AWNK01000003_gene2305	159	annotation not available
118005.AWNK01000003_gene2306	AWNK01000003_gene2306	229	annotation not available
118005.AWNK01000003_gene2307	AWNK01000003_gene2307	251	annotation not available
118005.AWNK01000003_gene2308	AWNK01000003_gene2308	413	annotation not available
118005.AWNK01000003_gene2309	AWNK01000003_gene2309	344	annotation not available
118005.AWNK01000003_gene2310	AWNK01000003_gene2310	294	annotation not available
118005.AWNK01000003_gene2311	AWNK01000003_gene2311	113	annotation not available
118005.AWNK01000003_gene2312	AWNK01000003_gene2312	273	annotation not available
118005.AWNK01000003_gene2313	AWNK01000003_gene2313	462	annotation not available
118005.AWNK01000003_gene2314	AWNK01000003_gene2314	96	annotation not available
118005.AWNK01000003_gene2315	AWNK01000003_gene2315	561	annotation not available
118005.AWNK01000003_gene2316	AWNK01000003_gene2316	384	annotation not available
118005.AWNK01000003_gene2317	AWNK01000003_gene2317	97	annotation not available
118005.AWNK01000003_gene2318	AWNK01000003_gene2318	144	annotation not available
118005.AWNK01000003_gene2319	AWNK01000003_gene2319	316	annotation not available
118005.AWNK01000003_gene2320	AWNK01000003_gene2320	385	annotation not available
118005.AWNK01000003_gene2321	AWNK01000003_gene2321	466	annotation not available
118005.AWNK01000003_gene2322	AWNK01000003_gene2322	259	annotation not available
118005.AWNK01000003_gene2323	AWNK01000003_gene2323	352	annotation not available
118005.AWNK01000003_gene2324	AWNK01000003_gene2324	187	annotation not available
118005.AWNK01000003_gene2325	AWNK01000003_gene2325	407	annotation not available
118005.AWNK01000003_gene2326	AWNK01000003_gene2326	284	annotation not available
118005.AWNK01000003_gene2327	AWNK01000003_gene2327	351	annotation not available
118005.AWNK01000003_gene2328	AWNK01000003_gene2328	256	annotation not available
118005.AWNK01000003_gene2329	AWNK01000003_gene2329	501	annotation not available
118005.AWNK01000003_gene2330	AWNK01000003_gene2330	263	annotation not available
118005.AWNK01000003_gene2331	AWNK01000003_gene2331	368	annotation not available
118005.AWNK01000003_gene2332	AWNK01000003_gene2332	345	annotation not available
118005.AWNK01000003_gene2333	AWNK01000003_gene2333	382	annotation not available
118005.AWNK01000003_gene2334	AWNK01000003_gene2334	210	annotation not available
118005.AWNK01000003_gene2335	AWNK01000003_gene2335	365	annotation not available
118005.AWNK01000003_gene2336	AWNK01000003_gene2336	203	annotation not available
118005.AWNK01000003_gene2337	AWNK01000003_gene2337	667	annotation not available
118005.AWNK01000003_gene2338	AWNK01000003_gene2338	96	annotation not available
118005.AWNK01000003_gene2339	AWNK01000003_gene2339	550	annotation not available
118005.AWNK01000003_gene2340	AWNK01000003_gene2340	69	annotation not available
118005.AWNK01000003_gene2341	AWNK01000003_gene2341	108	annotation not available
118005.AWNK01000003_gene2342	AWNK01000003_gene2342	265	annotation not available
118005.AWNK01000003_gene2343	AWNK01000003_gene2343	149	annotation not available
118005.AWNK01000003_gene2344	AWNK01000003_gene2344	250	annotation not available
118005.AWNK01000003_gene2345	AWNK01000003_gene2345	134	annotation not available
118005.AWNK01000003_gene2346	AWNK01000003_gene2346	438	annotation not available
118005.AWNK01000003_gene2347	AWNK01000003_gene2347	245	annotation not available
118005.AWNK01000003_gene2348	AWNK01000003_gene2348	252	annotation not available
118005.AWNK01000003_gene2349	AWNK01000003_gene2349	235	annotation not available
118005.AWNK01000003_gene2350	AWNK01000003_gene2350	417	annotation not available
118005.AWNK01000003_gene2351	AWNK01000003_gene2351	76	annotation not available
118005.AWNK01000003_gene2352	AWNK01000003_gene2352	247	annotation not available
118005.AWNK01000003_gene2353	AWNK01000003_gene2353	315	annotation not available
118005.AWNK01000003_gene2354	AWNK01000003_gene2354	326	annotation not available
118005.AWNK01000003_gene2355	AWNK01000003_gene2355	346	annotation not available
118005.AWNK01000003_gene2356	AWNK01000003_gene2356	291	annotation not available
118005.AWNK01000003_gene2357	AWNK01000003_gene2357	347	annotation not available
118005.AWNK01000003_gene2358	AWNK01000003_gene2358	157	annotation not available
118005.AWNK01000003_gene2359	AWNK01000003_gene2359	795	annotation not available
118005.AWNK01000003_gene2360	AWNK01000003_gene2360	239	annotation not available
118005.AWNK01000003_gene2361	AWNK01000003_gene2361	420	annotation not available
118005.AWNK01000003_gene2362	AWNK01000003_gene2362	253	annotation not available
118005.AWNK01000003_gene2363	AWNK01000003_gene2363	318	annotation not available
118005.AWNK01000003_gene2364	AWNK01000003_gene2364	973	annotation not available
118005.AWNK01000003_gene2365	AWNK01000003_gene2365	281	annotation not available
118005.AWNK01000003_gene2366	AWNK01000003_gene2366	260	annotation not available
118005.AWNK01000003_gene2367	AWNK01000003_gene2367	80	annotation not available
118005.AWNK01000003_gene2368	AWNK01000003_gene2368	780	annotation not available
118005.AWNK01000003_gene2369	AWNK01000003_gene2369	110	annotation not available
118005.AWNK01000003_gene2370	AWNK01000003_gene2370	785	annotation not available
118005.AWNK01000003_gene2371	AWNK01000003_gene2371	522	annotation not available
118005.AWNK01000003_gene2372	AWNK01000003_gene2372	347	annotation not available
118005.AWNK01000003_gene2373	AWNK01000003_gene2373	207	annotation not available
118005.AWNK01000003_gene2374	AWNK01000003_gene2374	93	annotation not available
118005.AWNK01000003_gene2375	AWNK01000003_gene2375	296	annotation not available
118005.AWNK01000003_gene2376	AWNK01000003_gene2376	314	annotation not available
118005.AWNK01000003_gene2377	AWNK01000003_gene2377	400	annotation not available
118005.AWNK01000003_gene2378	AWNK01000003_gene2378	726	annotation not available
118005.AWNK01000003_gene2379	AWNK01000003_gene2379	111	annotation not available
118005.AWNK01000003_gene2380	AWNK01000003_gene2380	64	annotation not available
118005.AWNK01000003_gene2381	AWNK01000003_gene2381	238	annotation not available
118005.AWNK01000003_gene2382	AWNK01000003_gene2382	568	annotation not available
118005.AWNK01000003_gene2383	AWNK01000003_gene2383	407	annotation not available
118005.AWNK01000003_gene2384	AWNK01000003_gene2384	424	annotation not available
118005.AWNK01000003_gene2385	AWNK01000003_gene2385	335	annotation not available
118005.AWNK01000003_gene2386	AWNK01000003_gene2386	330	annotation not available
118005.AWNK01000003_gene2387	AWNK01000003_gene2387	278	annotation not available
118005.AWNK01000003_gene2388	AWNK01000003_gene2388	330	annotation not available
118005.AWNK01000003_gene2389	AWNK01000003_gene2389	291	annotation not available
118005.AWNK01000003_gene2390	AWNK01000003_gene2390	70	annotation not available
118005.AWNK01000003_gene2391	AWNK01000003_gene2391	169	annotation not available
118005.AWNK01000003_gene2392	AWNK01000003_gene2392	317	annotation not available
118005.AWNK01000003_gene2393	AWNK01000003_gene2393	75	annotation not available
118005.AWNK01000003_gene2394	AWNK01000003_gene2394	107	annotation not available
118005.AWNK01000003_gene2395	AWNK01000003_gene2395	351	annotation not available
118005.AWNK01000003_gene2396	AWNK01000003_gene2396	116	annotation not available
118005.AWNK01000003_gene2397	AWNK01000003_gene2397	305	annotation not available
118005.AWNK01000003_gene2398	AWNK01000003_gene2398	125	annotation not available
118005.AWNK01000003_gene2399	AWNK01000003_gene2399	501	annotation not available
118005.AWNK01000003_gene2400	AWNK01000003_gene2400	297	annotation not available
118005.AWNK01000003_gene2401	AWNK01000003_gene2401	111	annotation not available
118005.AWNK01000003_gene2402	AWNK01000003_gene2402	331	annotation not available
118005.AWNK01000003_gene2403	AWNK01000003_gene2403	68	annotation not available
118005.AWNK01000003_gene2404	AWNK01000003_gene2404	130	annotation not available
118005.AWNK01000003_gene2405	AWNK01000003_gene2405	966	annotation not available
118005.AWNK01000003_gene2406	AWNK01000003_gene2406	70	annotation not available
118005.AWNK01000003_gene2407	AWNK01000003_gene2407	44	annotation not available
118005.AWNK01000003_gene2408	AWNK01000003_gene2408	78	annotation not available
118005.AWNK01000003_gene2409	AWNK01000003_gene2409	167	annotation not available
118005.AWNK01000003_gene2410	AWNK01000003_gene2410	400	annotation not available
118005.AWNK01000003_gene2411	AWNK01000003_gene2411	66	annotation not available
118005.AWNK01000003_gene2412	AWNK01000003_gene2412	71	annotation not available
118005.AWNK01000003_gene2413	AWNK01000003_gene2413	190	annotation not available
118005.AWNK01000003_gene2414	AWNK01000003_gene2414	185	annotation not available
118005.AWNK01000003_gene2415	AWNK01000003_gene2415	154	annotation not available
118005.AWNK01000003_gene2416	AWNK01000003_gene2416	125	annotation not available
118005.AWNK01000003_gene2417	AWNK01000003_gene2417	136	annotation not available
118005.AWNK01000003_gene2418	AWNK01000003_gene2418	326	annotation not available
118005.AWNK01000003_gene2419	AWNK01000003_gene2419	206	annotation not available
118005.AWNK01000003_gene2420	AWNK01000003_gene2420	284	annotation not available
118005.AWNK01000003_gene2421	AWNK01000003_gene2421	417	annotation not available
118005.AWNK01000003_gene2422	AWNK01000003_gene2422	515	annotation not available
118005.AWNK01000003_gene2423	AWNK01000003_gene2423	514	annotation not available
118005.AWNK01000003_gene2424	AWNK01000003_gene2424	165	annotation not available
118005.AWNK01000003_gene2425	AWNK01000003_gene2425	81	annotation not available
118005.AWNK01000003_gene2426	AWNK01000003_gene2426	114	annotation not available
118005.AWNK01000003_gene2427	AWNK01000003_gene2427	79	annotation not available
118005.AWNK01000003_gene2428	AWNK01000003_gene2428	72	annotation not available
118005.AWNK01000003_gene2429	AWNK01000003_gene2429	168	annotation not available
118005.AWNK01000003_gene2430	AWNK01000003_gene2430	311	annotation not available
118005.AWNK01000003_gene2431	AWNK01000003_gene2431	152	annotation not available
118005.AWNK01000003_gene2432	AWNK01000003_gene2432	167	annotation not available
118005.AWNK01000003_gene2433	AWNK01000003_gene2433	74	annotation not available
118005.AWNK01000003_gene2434	AWNK01000003_gene2434	213	annotation not available
118005.AWNK01000003_gene2435	AWNK01000003_gene2435	98	annotation not available
118005.AWNK01000003_gene2436	AWNK01000003_gene2436	67	annotation not available
118005.AWNK01000003_gene2437	AWNK01000003_gene2437	314	annotation not available
118005.AWNK01000003_gene2438	AWNK01000003_gene2438	530	annotation not available
118005.AWNK01000003_gene2439	AWNK01000003_gene2439	305	annotation not available
118005.AWNK01000003_gene2440	AWNK01000003_gene2440	204	annotation not available
118005.AWNK01000003_gene2441	AWNK01000003_gene2441	226	annotation not available
118005.AWNK01000003_gene2442	AWNK01000003_gene2442	122	annotation not available
118005.AWNK01000003_gene2443	AWNK01000003_gene2443	101	annotation not available
118005.AWNK01000003_gene2444	AWNK01000003_gene2444	248	annotation not available
118005.AWNK01000003_gene2445	AWNK01000003_gene2445	258	annotation not available
118005.AWNK01000003_gene2446	AWNK01000003_gene2446	167	annotation not available
118005.AWNK01000003_gene2447	AWNK01000003_gene2447	61	annotation not available
118005.AWNK01000003_gene2448	AWNK01000003_gene2448	185	annotation not available
118005.AWNK01000003_gene2449	AWNK01000003_gene2449	271	annotation not available
118005.AWNK01000003_gene2450	AWNK01000003_gene2450	762	annotation not available
118005.AWNK01000003_gene2451	AWNK01000003_gene2451	255	annotation not available
118005.AWNK01000003_gene2452	AWNK01000003_gene2452	290	annotation not available
118005.AWNK01000003_gene2453	AWNK01000003_gene2453	578	annotation not available
118005.AWNK01000003_gene2454	AWNK01000003_gene2454	163	annotation not available
118005.AWNK01000003_gene2455	AWNK01000003_gene2455	777	annotation not available
118005.AWNK01000003_gene2456	AWNK01000003_gene2456	208	annotation not available
118005.AWNK01000003_gene2457	AWNK01000003_gene2457	172	annotation not available
118005.AWNK01000003_gene2458	AWNK01000003_gene2458	560	annotation not available
118005.AWNK01000003_gene2459	AWNK01000003_gene2459	1198	annotation not available
118005.AWNK01000003_gene2460	AWNK01000003_gene2460	865	annotation not available
118005.AWNK01000003_gene2461	AWNK01000003_gene2461	129	annotation not available
118005.AWNK01000003_gene2462	AWNK01000003_gene2462	6103	annotation not available
118005.AWNK01000003_gene2463	AWNK01000003_gene2463	536	annotation not available
118005.AWNK01000003_gene2464	AWNK01000003_gene2464	113	annotation not available
118005.AWNK01000003_gene2465	AWNK01000003_gene2465	245	annotation not available
118005.AWNK01000003_gene2466	AWNK01000003_gene2466	267	annotation not available
118005.AWNK01000003_gene2467	AWNK01000003_gene2467	334	annotation not available
118005.AWNK01000003_gene2468	AWNK01000003_gene2468	289	annotation not available
118005.AWNK01000003_gene2469	AWNK01000003_gene2469	616	annotation not available
118005.AWNK01000003_gene2470	AWNK01000003_gene2470	513	annotation not available
118005.AWNK01000003_gene2471	AWNK01000003_gene2471	62	annotation not available
118005.AWNK01000003_gene2472	AWNK01000003_gene2472	210	annotation not available
118005.AWNK01000003_gene2473	AWNK01000003_gene2473	289	annotation not available
118005.AWNK01000004_gene1052	AWNK01000004_gene1052	255	annotation not available
118005.AWNK01000004_gene1053	AWNK01000004_gene1053	424	annotation not available
118005.AWNK01000004_gene1054	AWNK01000004_gene1054	123	annotation not available
118005.AWNK01000004_gene1055	AWNK01000004_gene1055	369	annotation not available
118005.AWNK01000004_gene1056	AWNK01000004_gene1056	546	annotation not available
118005.AWNK01000004_gene1057	AWNK01000004_gene1057	335	annotation not available
118005.AWNK01000004_gene1058	AWNK01000004_gene1058	360	annotation not available
118005.AWNK01000004_gene1059	AWNK01000004_gene1059	352	annotation not available
118005.AWNK01000004_gene1060	AWNK01000004_gene1060	93	annotation not available
118005.AWNK01000004_gene1061	AWNK01000004_gene1061	34	annotation not available
118005.AWNK01000004_gene1062	AWNK01000004_gene1062	172	annotation not available
118005.AWNK01000004_gene1063	AWNK01000004_gene1063	622	annotation not available
118005.AWNK01000004_gene1064	AWNK01000004_gene1064	2696	annotation not available
118005.AWNK01000004_gene1065	AWNK01000004_gene1065	623	annotation not available
118005.AWNK01000004_gene1066	AWNK01000004_gene1066	285	annotation not available
118005.AWNK01000004_gene1067	AWNK01000004_gene1067	269	annotation not available
118005.AWNK01000004_gene1068	AWNK01000004_gene1068	279	annotation not available
118005.AWNK01000004_gene1069	AWNK01000004_gene1069	449	annotation not available
118005.AWNK01000004_gene1070	AWNK01000004_gene1070	36	annotation not available
118005.AWNK01000004_gene1071	AWNK01000004_gene1071	452	annotation not available
118005.AWNK01000004_gene1072	AWNK01000004_gene1072	71	annotation not available
118005.AWNK01000004_gene1073	AWNK01000004_gene1073	80	annotation not available
118005.AWNK01000004_gene1074	AWNK01000004_gene1074	883	annotation not available
118005.AWNK01000004_gene1075	AWNK01000004_gene1075	160	annotation not available
118005.AWNK01000004_gene1076	AWNK01000004_gene1076	158	annotation not available
118005.AWNK01000004_gene1077	AWNK01000004_gene1077	483	annotation not available
118005.AWNK01000004_gene1078	AWNK01000004_gene1078	302	annotation not available
118005.AWNK01000004_gene1079	AWNK01000004_gene1079	385	annotation not available
118005.AWNK01000004_gene1080	AWNK01000004_gene1080	215	annotation not available
118005.AWNK01000004_gene1081	AWNK01000004_gene1081	279	annotation not available
118005.AWNK01000004_gene1082	AWNK01000004_gene1082	304	annotation not available
118005.AWNK01000004_gene1083	AWNK01000004_gene1083	318	annotation not available
118005.AWNK01000004_gene1084	AWNK01000004_gene1084	262	annotation not available
118005.AWNK01000004_gene1085	AWNK01000004_gene1085	543	annotation not available
118005.AWNK01000004_gene1086	AWNK01000004_gene1086	488	annotation not available
118005.AWNK01000004_gene1087	AWNK01000004_gene1087	681	annotation not available
118005.AWNK01000004_gene1088	AWNK01000004_gene1088	258	annotation not available
118005.AWNK01000004_gene1089	AWNK01000004_gene1089	550	annotation not available
118005.AWNK01000004_gene1090	AWNK01000004_gene1090	132	annotation not available
118005.AWNK01000004_gene1091	AWNK01000004_gene1091	634	annotation not available
118005.AWNK01000004_gene1092	AWNK01000004_gene1092	603	annotation not available
118005.AWNK01000004_gene1093	AWNK01000004_gene1093	966	annotation not available
118005.AWNK01000004_gene1094	AWNK01000004_gene1094	412	annotation not available
118005.AWNK01000004_gene1095	AWNK01000004_gene1095	805	annotation not available
118005.AWNK01000004_gene1096	AWNK01000004_gene1096	560	annotation not available
118005.AWNK01000004_gene1097	AWNK01000004_gene1097	321	annotation not available
118005.AWNK01000004_gene1098	AWNK01000004_gene1098	213	annotation not available
118005.AWNK01000004_gene1099	AWNK01000004_gene1099	120	annotation not available
118005.AWNK01000004_gene1100	AWNK01000004_gene1100	740	annotation not available
118005.AWNK01000004_gene1101	AWNK01000004_gene1101	89	annotation not available
118005.AWNK01000004_gene1102	AWNK01000004_gene1102	196	annotation not available
118005.AWNK01000004_gene1103	AWNK01000004_gene1103	374	annotation not available
118005.AWNK01000004_gene1104	AWNK01000004_gene1104	428	annotation not available
118005.AWNK01000004_gene1105	AWNK01000004_gene1105	145	annotation not available
118005.AWNK01000004_gene1106	AWNK01000004_gene1106	141	annotation not available
118005.AWNK01000004_gene1107	AWNK01000004_gene1107	303	annotation not available
118005.AWNK01000004_gene1108	AWNK01000004_gene1108	256	annotation not available
118005.AWNK01000004_gene1109	AWNK01000004_gene1109	260	annotation not available
118005.AWNK01000004_gene1110	AWNK01000004_gene1110	652	annotation not available
118005.AWNK01000004_gene1111	AWNK01000004_gene1111	715	annotation not available
118005.AWNK01000004_gene1112	AWNK01000004_gene1112	626	annotation not available
118005.AWNK01000004_gene1113	AWNK01000004_gene1113	239	annotation not available
118005.AWNK01000004_gene1114	AWNK01000004_gene1114	540	annotation not available
118005.AWNK01000004_gene1115	AWNK01000004_gene1115	248	annotation not available
118005.AWNK01000004_gene1116	AWNK01000004_gene1116	12427	annotation not available
118005.AWNK01000004_gene1117	AWNK01000004_gene1117	452	annotation not available
118005.AWNK01000004_gene1118	AWNK01000004_gene1118	681	annotation not available
118005.AWNK01000004_gene1119	AWNK01000004_gene1119	171	annotation not available
118005.AWNK01000004_gene1120	AWNK01000004_gene1120	333	annotation not available
118005.AWNK01000004_gene1121	AWNK01000004_gene1121	510	annotation not available
118005.AWNK01000004_gene1122	AWNK01000004_gene1122	191	annotation not available
118005.AWNK01000004_gene1123	AWNK01000004_gene1123	64	annotation not available
118005.AWNK01000004_gene1124	AWNK01000004_gene1124	104	annotation not available
118005.AWNK01000004_gene1125	AWNK01000004_gene1125	301	annotation not available
118005.AWNK01000004_gene1126	AWNK01000004_gene1126	2844	annotation not available
118005.AWNK01000004_gene1127	AWNK01000004_gene1127	295	annotation not available
118005.AWNK01000004_gene1128	AWNK01000004_gene1128	506	annotation not available
118005.AWNK01000004_gene1129	AWNK01000004_gene1129	120	annotation not available
118005.AWNK01000004_gene1130	AWNK01000004_gene1130	62	annotation not available
118005.AWNK01000004_gene1131	AWNK01000004_gene1131	155	annotation not available
118005.AWNK01000004_gene1132	AWNK01000004_gene1132	478	annotation not available
118005.AWNK01000004_gene1133	AWNK01000004_gene1133	775	annotation not available
118005.AWNK01000004_gene1134	AWNK01000004_gene1134	140	annotation not available
118005.AWNK01000004_gene1135	AWNK01000004_gene1135	305	annotation not available
118005.AWNK01000004_gene1136	AWNK01000004_gene1136	234	annotation not available
118005.AWNK01000004_gene1137	AWNK01000004_gene1137	70	annotation not available
118005.AWNK01000004_gene1138	AWNK01000004_gene1138	130	annotation not available
118005.AWNK01000004_gene1139	AWNK01000004_gene1139	366	annotation not available
118005.AWNK01000004_gene1140	AWNK01000004_gene1140	310	annotation not available
118005.AWNK01000004_gene1141	AWNK01000004_gene1141	244	annotation not available
118005.AWNK01000005_gene1429	AWNK01000005_gene1429	214	annotation not available
118005.AWNK01000005_gene1430	AWNK01000005_gene1430	1159	annotation not available
118005.AWNK01000005_gene1431	AWNK01000005_gene1431	437	annotation not available
118005.AWNK01000005_gene1432	AWNK01000005_gene1432	142	annotation not available
118005.AWNK01000005_gene1433	AWNK01000005_gene1433	240	annotation not available
118005.AWNK01000005_gene1434	AWNK01000005_gene1434	233	annotation not available
118005.AWNK01000005_gene1435	AWNK01000005_gene1435	35	annotation not available
118005.AWNK01000005_gene1436	AWNK01000005_gene1436	366	annotation not available
118005.AWNK01000005_gene1437	AWNK01000005_gene1437	360	annotation not available
118005.AWNK01000005_gene1438	AWNK01000005_gene1438	136	annotation not available
118005.AWNK01000005_gene1439	AWNK01000005_gene1439	609	annotation not available
118005.AWNK01000005_gene1440	AWNK01000005_gene1440	479	annotation not available
118005.AWNK01000005_gene1441	AWNK01000005_gene1441	381	annotation not available
118005.AWNK01000005_gene1442	AWNK01000005_gene1442	1061	annotation not available
118005.AWNK01000005_gene1443	AWNK01000005_gene1443	1052	annotation not available
118005.AWNK01000005_gene1444	AWNK01000005_gene1444	389	annotation not available
118005.AWNK01000005_gene1445	AWNK01000005_gene1445	364	annotation not available
118005.AWNK01000005_gene1446	AWNK01000005_gene1446	144	annotation not available
118005.AWNK01000005_gene1447	AWNK01000005_gene1447	288	annotation not available
118005.AWNK01000005_gene1448	AWNK01000005_gene1448	645	annotation not available
118005.AWNK01000005_gene1449	AWNK01000005_gene1449	169	annotation not available
118005.AWNK01000005_gene1450	AWNK01000005_gene1450	685	annotation not available
118005.AWNK01000005_gene1451	AWNK01000005_gene1451	708	annotation not available
118005.AWNK01000005_gene1452	AWNK01000005_gene1452	121	annotation not available
118005.AWNK01000005_gene1453	AWNK01000005_gene1453	127	annotation not available
118005.AWNK01000005_gene1454	AWNK01000005_gene1454	444	annotation not available
118005.AWNK01000005_gene1455	AWNK01000005_gene1455	69	annotation not available
118005.AWNK01000005_gene1456	AWNK01000005_gene1456	406	annotation not available
118005.AWNK01000005_gene1457	AWNK01000005_gene1457	140	annotation not available
118005.AWNK01000005_gene1458	AWNK01000005_gene1458	241	annotation not available
118005.AWNK01000005_gene1459	AWNK01000005_gene1459	301	annotation not available
118005.AWNK01000005_gene1460	AWNK01000005_gene1460	490	annotation not available
118005.AWNK01000005_gene1461	AWNK01000005_gene1461	244	annotation not available
118005.AWNK01000005_gene1462	AWNK01000005_gene1462	556	annotation not available
118005.AWNK01000005_gene1463	AWNK01000005_gene1463	103	annotation not available
118005.AWNK01000005_gene1464	AWNK01000005_gene1464	625	annotation not available
118005.AWNK01000005_gene1465	AWNK01000005_gene1465	339	annotation not available
118005.AWNK01000005_gene1466	AWNK01000005_gene1466	310	annotation not available
118005.AWNK01000005_gene1467	AWNK01000005_gene1467	304	annotation not available
118005.AWNK01000005_gene1468	AWNK01000005_gene1468	550	annotation not available
118005.AWNK01000005_gene1469	AWNK01000005_gene1469	185	annotation not available
118005.AWNK01000005_gene1470	AWNK01000005_gene1470	278	annotation not available
118005.AWNK01000005_gene1471	AWNK01000005_gene1471	387	annotation not available
118005.AWNK01000005_gene1472	AWNK01000005_gene1472	52	annotation not available
118005.AWNK01000005_gene1473	AWNK01000005_gene1473	269	annotation not available
118005.AWNK01000005_gene1474	AWNK01000005_gene1474	432	annotation not available
118005.AWNK01000005_gene1475	AWNK01000005_gene1475	254	annotation not available
118005.AWNK01000005_gene1476	AWNK01000005_gene1476	617	annotation not available
118005.AWNK01000005_gene1477	AWNK01000005_gene1477	1016	annotation not available
118005.AWNK01000005_gene1478	AWNK01000005_gene1478	335	annotation not available
118005.AWNK01000005_gene1479	AWNK01000005_gene1479	521	annotation not available
118005.AWNK01000005_gene1480	AWNK01000005_gene1480	315	annotation not available
118005.AWNK01000005_gene1481	AWNK01000005_gene1481	608	annotation not available
118005.AWNK01000005_gene1482	AWNK01000005_gene1482	626	annotation not available
118005.AWNK01000005_gene1483	AWNK01000005_gene1483	952	annotation not available
118005.AWNK01000005_gene1484	AWNK01000005_gene1484	345	annotation not available
118005.AWNK01000005_gene1485	AWNK01000005_gene1485	894	annotation not available
118005.AWNK01000005_gene1486	AWNK01000005_gene1486	478	annotation not available
118005.AWNK01000005_gene1487	AWNK01000005_gene1487	307	annotation not available
118005.AWNK01000005_gene1488	AWNK01000005_gene1488	290	annotation not available
118005.AWNK01000005_gene1489	AWNK01000005_gene1489	125	annotation not available
118005.AWNK01000005_gene1490	AWNK01000005_gene1490	291	annotation not available
118005.AWNK01000005_gene1491	AWNK01000005_gene1491	318	annotation not available
118005.AWNK01000005_gene1492	AWNK01000005_gene1492	117	annotation not available
118005.AWNK01000005_gene1493	AWNK01000005_gene1493	617	annotation not available
118005.AWNK01000005_gene1494	AWNK01000005_gene1494	277	annotation not available
118005.AWNK01000005_gene1495	AWNK01000005_gene1495	73	annotation not available
118005.AWNK01000005_gene1496	AWNK01000005_gene1496	268	annotation not available
118005.AWNK01000005_gene1497	AWNK01000005_gene1497	261	annotation not available
118005.AWNK01000005_gene1498	AWNK01000005_gene1498	150	annotation not available
118005.AWNK01000005_gene1499	AWNK01000005_gene1499	338	annotation not available
118005.AWNK01000005_gene1500	AWNK01000005_gene1500	182	annotation not available
118005.AWNK01000005_gene1501	AWNK01000005_gene1501	750	annotation not available
118005.AWNK01000005_gene1502	AWNK01000005_gene1502	423	annotation not available
118005.AWNK01000005_gene1503	AWNK01000005_gene1503	322	annotation not available
118005.AWNK01000005_gene1504	AWNK01000005_gene1504	173	annotation not available
118005.AWNK01000005_gene1505	AWNK01000005_gene1505	828	annotation not available
118005.AWNK01000005_gene1506	AWNK01000005_gene1506	524	annotation not available
118005.AWNK01000005_gene1507	AWNK01000005_gene1507	165	annotation not available
118005.AWNK01000005_gene1508	AWNK01000005_gene1508	219	annotation not available
118005.AWNK01000005_gene1509	AWNK01000005_gene1509	345	annotation not available
118005.AWNK01000005_gene1510	AWNK01000005_gene1510	233	annotation not available
118005.AWNK01000005_gene1511	AWNK01000005_gene1511	274	annotation not available
118005.AWNK01000005_gene1512	AWNK01000005_gene1512	306	annotation not available
118005.AWNK01000005_gene1513	AWNK01000005_gene1513	101	annotation not available
118005.AWNK01000005_gene1514	AWNK01000005_gene1514	49	annotation not available
118005.AWNK01000005_gene1515	AWNK01000005_gene1515	106	annotation not available
118005.AWNK01000005_gene1516	AWNK01000005_gene1516	40	annotation not available
118005.AWNK01000005_gene1517	AWNK01000005_gene1517	97	annotation not available
118005.AWNK01000005_gene1518	AWNK01000005_gene1518	155	annotation not available
118005.AWNK01000005_gene1519	AWNK01000005_gene1519	41	annotation not available
118005.AWNK01000005_gene1520	AWNK01000005_gene1520	138	annotation not available
118005.AWNK01000005_gene1521	AWNK01000005_gene1521	339	annotation not available
118005.AWNK01000005_gene1522	AWNK01000005_gene1522	457	annotation not available
118005.AWNK01000005_gene1523	AWNK01000005_gene1523	455	annotation not available
118005.AWNK01000005_gene1524	AWNK01000005_gene1524	317	annotation not available
118005.AWNK01000005_gene1525	AWNK01000005_gene1525	393	annotation not available
118005.AWNK01000005_gene1526	AWNK01000005_gene1526	396	annotation not available
118005.AWNK01000005_gene1527	AWNK01000005_gene1527	310	annotation not available
118005.AWNK01000005_gene1528	AWNK01000005_gene1528	205	annotation not available
118005.AWNK01000005_gene1529	AWNK01000005_gene1529	315	annotation not available
118005.AWNK01000005_gene1530	AWNK01000005_gene1530	421	annotation not available
118005.AWNK01000005_gene1531	AWNK01000005_gene1531	630	annotation not available
118005.AWNK01000005_gene1532	AWNK01000005_gene1532	154	annotation not available
118005.AWNK01000005_gene1533	AWNK01000005_gene1533	205	annotation not available
118005.AWNK01000005_gene1534	AWNK01000005_gene1534	491	annotation not available
118005.AWNK01000005_gene1535	AWNK01000005_gene1535	408	annotation not available
118005.AWNK01000005_gene1536	AWNK01000005_gene1536	1217	annotation not available
118005.AWNK01000005_gene1537	AWNK01000005_gene1537	222	annotation not available
