#string_protein_id	preferred_name	protein_size	annotation
1121377.KB906398_gene2748	KB906398_gene2748	294	annotation not available
1121377.KB906398_gene2749	KB906398_gene2749	109	annotation not available
1121377.KB906398_gene2750	KB906398_gene2750	385	annotation not available
1121377.KB906398_gene2751	KB906398_gene2751	380	annotation not available
1121377.KB906398_gene2752	KB906398_gene2752	207	annotation not available
1121377.KB906398_gene2753	KB906398_gene2753	89	annotation not available
1121377.KB906398_gene2754	KB906398_gene2754	342	annotation not available
1121377.KB906398_gene2755	KB906398_gene2755	329	annotation not available
1121377.KB906398_gene2756	KB906398_gene2756	488	annotation not available
1121377.KB906398_gene2757	KB906398_gene2757	495	annotation not available
1121377.KB906398_gene2758	KB906398_gene2758	619	annotation not available
1121377.KB906398_gene2759	KB906398_gene2759	386	annotation not available
1121377.KB906398_gene2760	KB906398_gene2760	343	annotation not available
1121377.KB906398_gene2761	KB906398_gene2761	356	annotation not available
1121377.KB906398_gene2762	KB906398_gene2762	91	annotation not available
1121377.KB906398_gene2763	KB906398_gene2763	618	annotation not available
1121377.KB906398_gene2764	KB906398_gene2764	256	annotation not available
1121377.KB906398_gene2765	KB906398_gene2765	388	annotation not available
1121377.KB906398_gene2766	KB906398_gene2766	214	annotation not available
1121377.KB906398_gene2767	KB906398_gene2767	459	annotation not available
1121377.KB906398_gene2768	KB906398_gene2768	155	annotation not available
1121377.KB906398_gene2769	KB906398_gene2769	254	annotation not available
1121377.KB906398_gene2770	KB906398_gene2770	323	annotation not available
1121377.KB906398_gene2771	KB906398_gene2771	75	annotation not available
1121377.KB906398_gene2772	KB906398_gene2772	189	annotation not available
1121377.KB906398_gene2773	KB906398_gene2773	222	annotation not available
1121377.KB906398_gene2774	KB906398_gene2774	470	annotation not available
1121377.KB906398_gene2775	KB906398_gene2775	588	annotation not available
1121377.KB906398_gene2776	KB906398_gene2776	108	annotation not available
1121377.KB906398_gene2777	KB906398_gene2777	326	annotation not available
1121377.KB906398_gene2778	KB906398_gene2778	189	annotation not available
1121377.KB906398_gene2779	KB906398_gene2779	102	annotation not available
1121377.KB906398_gene2780	KB906398_gene2780	668	annotation not available
1121377.KB906398_gene2781	KB906398_gene2781	105	annotation not available
1121377.KB906398_gene2782	KB906398_gene2782	432	annotation not available
1121377.KB906398_gene2783	KB906398_gene2783	131	annotation not available
1121377.KB906398_gene2784	KB906398_gene2784	185	annotation not available
1121377.KB906398_gene2785	KB906398_gene2785	355	annotation not available
1121377.KB906398_gene2786	KB906398_gene2786	204	annotation not available
1121377.KB906398_gene2787	KB906398_gene2787	161	annotation not available
1121377.KB906398_gene2788	KB906398_gene2788	165	annotation not available
1121377.KB906398_gene2789	KB906398_gene2789	370	annotation not available
1121377.KB906398_gene2790	KB906398_gene2790	152	annotation not available
1121377.KB906398_gene2791	KB906398_gene2791	140	annotation not available
1121377.KB906398_gene2792	KB906398_gene2792	352	annotation not available
1121377.KB906398_gene2793	KB906398_gene2793	523	annotation not available
1121377.KB906398_gene2794	KB906398_gene2794	394	annotation not available
1121377.KB906398_gene2795	KB906398_gene2795	545	annotation not available
1121377.KB906398_gene2796	KB906398_gene2796	176	annotation not available
1121377.KB906398_gene2797	KB906398_gene2797	156	annotation not available
1121377.KB906398_gene2798	KB906398_gene2798	168	annotation not available
1121377.KB906398_gene2799	KB906398_gene2799	169	annotation not available
1121377.KB906398_gene2800	KB906398_gene2800	468	annotation not available
1121377.KB906398_gene2801	KB906398_gene2801	176	annotation not available
1121377.KB906398_gene2802	KB906398_gene2802	415	annotation not available
1121377.KB906398_gene2803	KB906398_gene2803	152	annotation not available
1121377.KB906398_gene2804	KB906398_gene2804	377	annotation not available
1121377.KB906398_gene2805	KB906398_gene2805	204	annotation not available
1121377.KB906398_gene2806	KB906398_gene2806	1029	annotation not available
1121377.KB906398_gene2807	KB906398_gene2807	380	annotation not available
1121377.KB906398_gene2808	KB906398_gene2808	63	annotation not available
1121377.KB906398_gene2809	KB906398_gene2809	170	annotation not available
1121377.KB906398_gene2810	KB906398_gene2810	131	annotation not available
1121377.KB906398_gene2811	KB906398_gene2811	155	annotation not available
1121377.KB906398_gene2812	KB906398_gene2812	256	annotation not available
1121377.KB906398_gene2813	KB906398_gene2813	98	annotation not available
1121377.KB906398_gene2814	KB906398_gene2814	538	annotation not available
1121377.KB906398_gene2815	KB906398_gene2815	476	annotation not available
1121377.KB906399_gene1469	KB906399_gene1469	82	annotation not available
1121377.KB906399_gene1470	KB906399_gene1470	223	annotation not available
1121377.KB906399_gene1471	KB906399_gene1471	184	annotation not available
1121377.KB906399_gene1472	KB906399_gene1472	218	annotation not available
1121377.KB906399_gene1473	KB906399_gene1473	126	annotation not available
1121377.KB906399_gene1474	KB906399_gene1474	231	annotation not available
1121377.KB906399_gene1475	KB906399_gene1475	300	annotation not available
1121377.KB906399_gene1476	KB906399_gene1476	350	annotation not available
1121377.KB906399_gene1477	KB906399_gene1477	78	annotation not available
1121377.KB906399_gene1478	KB906399_gene1478	134	annotation not available
1121377.KB906399_gene1479	KB906399_gene1479	135	annotation not available
1121377.KB906399_gene1480	KB906399_gene1480	226	annotation not available
1121377.KB906399_gene1481	KB906399_gene1481	404	annotation not available
1121377.KB906399_gene1482	KB906399_gene1482	166	annotation not available
1121377.KB906399_gene1483	KB906399_gene1483	217	annotation not available
1121377.KB906399_gene1484	KB906399_gene1484	379	annotation not available
1121377.KB906399_gene1485	KB906399_gene1485	190	annotation not available
1121377.KB906399_gene1486	KB906399_gene1486	204	annotation not available
1121377.KB906399_gene1487	KB906399_gene1487	256	annotation not available
1121377.KB906399_gene1488	KB906399_gene1488	204	annotation not available
1121377.KB906399_gene1489	KB906399_gene1489	329	annotation not available
1121377.KB906399_gene1490	KB906399_gene1490	380	annotation not available
1121377.KB906399_gene1491	KB906399_gene1491	324	annotation not available
1121377.KB906399_gene1492	KB906399_gene1492	382	annotation not available
1121377.KB906399_gene1493	KB906399_gene1493	373	annotation not available
1121377.KB906399_gene1494	KB906399_gene1494	208	annotation not available
1121377.KB906399_gene1495	KB906399_gene1495	296	annotation not available
1121377.KB906399_gene1496	KB906399_gene1496	183	annotation not available
1121377.KB906399_gene1497	KB906399_gene1497	345	annotation not available
1121377.KB906399_gene1498	KB906399_gene1498	430	annotation not available
1121377.KB906399_gene1499	KB906399_gene1499	182	annotation not available
1121377.KB906399_gene1500	KB906399_gene1500	439	annotation not available
1121377.KB906399_gene1501	KB906399_gene1501	190	annotation not available
1121377.KB906399_gene1502	KB906399_gene1502	246	annotation not available
1121377.KB906399_gene1503	KB906399_gene1503	80	annotation not available
1121377.KB906399_gene1504	KB906399_gene1504	355	annotation not available
1121377.KB906399_gene1505	KB906399_gene1505	244	annotation not available
1121377.KB906399_gene1506	KB906399_gene1506	202	annotation not available
1121377.KB906399_gene1507	KB906399_gene1507	447	annotation not available
1121377.KB906399_gene1508	KB906399_gene1508	560	annotation not available
1121377.KB906399_gene1509	KB906399_gene1509	400	annotation not available
1121377.KB906399_gene1510	KB906399_gene1510	133	annotation not available
1121377.KB906399_gene1511	KB906399_gene1511	252	annotation not available
1121377.KB906399_gene1512	KB906399_gene1512	306	annotation not available
1121377.KB906399_gene1513	KB906399_gene1513	34	annotation not available
1121377.KB906399_gene1514	KB906399_gene1514	178	annotation not available
1121377.KB906399_gene1515	KB906399_gene1515	359	annotation not available
1121377.KB906399_gene1516	KB906399_gene1516	124	annotation not available
1121377.KB906399_gene1517	KB906399_gene1517	342	annotation not available
1121377.KB906399_gene1518	KB906399_gene1518	379	annotation not available
1121377.KB906399_gene1519	KB906399_gene1519	63	annotation not available
1121377.KB906399_gene1520	KB906399_gene1520	189	annotation not available
1121377.KB906399_gene1521	KB906399_gene1521	128	annotation not available
1121377.KB906399_gene1522	KB906399_gene1522	198	annotation not available
1121377.KB906399_gene1523	KB906399_gene1523	219	annotation not available
1121377.KB906399_gene1524	KB906399_gene1524	335	annotation not available
1121377.KB906399_gene1525	KB906399_gene1525	748	annotation not available
1121377.KB906399_gene1526	KB906399_gene1526	155	annotation not available
1121377.KB906399_gene1527	KB906399_gene1527	468	annotation not available
1121377.KB906399_gene1528	KB906399_gene1528	272	annotation not available
1121377.KB906399_gene1529	KB906399_gene1529	316	annotation not available
1121377.KB906399_gene1530	KB906399_gene1530	440	annotation not available
1121377.KB906399_gene1531	KB906399_gene1531	400	annotation not available
1121377.KB906399_gene1532	KB906399_gene1532	168	annotation not available
1121377.KB906399_gene1533	KB906399_gene1533	483	annotation not available
1121377.KB906399_gene1534	KB906399_gene1534	206	annotation not available
1121377.KB906399_gene1535	KB906399_gene1535	250	annotation not available
1121377.KB906399_gene1536	KB906399_gene1536	449	annotation not available
1121377.KB906399_gene1537	KB906399_gene1537	746	annotation not available
1121377.KB906399_gene1538	KB906399_gene1538	104	annotation not available
1121377.KB906399_gene1539	KB906399_gene1539	91	annotation not available
1121377.KB906399_gene1540	KB906399_gene1540	413	annotation not available
1121377.KB906399_gene1541	KB906399_gene1541	167	annotation not available
1121377.KB906399_gene1542	KB906399_gene1542	852	annotation not available
1121377.KB906399_gene1543	KB906399_gene1543	338	annotation not available
1121377.KB906399_gene1544	KB906399_gene1544	247	annotation not available
1121377.KB906399_gene1545	KB906399_gene1545	271	annotation not available
1121377.KB906399_gene1546	KB906399_gene1546	541	annotation not available
1121377.KB906399_gene1547	KB906399_gene1547	337	annotation not available
1121377.KB906399_gene1548	KB906399_gene1548	384	annotation not available
1121377.KB906399_gene1549	KB906399_gene1549	450	annotation not available
1121377.KB906399_gene1550	KB906399_gene1550	719	annotation not available
1121377.KB906399_gene1551	KB906399_gene1551	265	annotation not available
1121377.KB906399_gene1552	KB906399_gene1552	399	annotation not available
1121377.KB906399_gene1553	KB906399_gene1553	567	annotation not available
1121377.KB906399_gene1554	KB906399_gene1554	158	annotation not available
1121377.KB906399_gene1555	KB906399_gene1555	140	annotation not available
1121377.KB906399_gene1556	KB906399_gene1556	98	annotation not available
1121377.KB906399_gene1557	KB906399_gene1557	842	annotation not available
1121377.KB906399_gene1558	KB906399_gene1558	275	annotation not available
1121377.KB906399_gene1559	KB906399_gene1559	185	annotation not available
1121377.KB906399_gene1560	KB906399_gene1560	527	annotation not available
1121377.KB906399_gene1561	KB906399_gene1561	362	annotation not available
1121377.KB906399_gene1562	KB906399_gene1562	560	annotation not available
1121377.KB906399_gene1563	KB906399_gene1563	411	annotation not available
1121377.KB906399_gene1564	KB906399_gene1564	253	annotation not available
1121377.KB906399_gene1565	KB906399_gene1565	333	annotation not available
1121377.KB906399_gene1566	KB906399_gene1566	345	annotation not available
1121377.KB906399_gene1567	KB906399_gene1567	525	annotation not available
1121377.KB906399_gene1568	KB906399_gene1568	692	annotation not available
1121377.KB906399_gene1569	KB906399_gene1569	172	annotation not available
1121377.KB906399_gene1570	KB906399_gene1570	130	annotation not available
1121377.KB906399_gene1571	KB906399_gene1571	246	annotation not available
1121377.KB906399_gene1572	KB906399_gene1572	202	annotation not available
1121377.KB906399_gene1573	KB906399_gene1573	406	annotation not available
1121377.KB906399_gene1574	KB906399_gene1574	385	annotation not available
1121377.KB906399_gene1575	KB906399_gene1575	380	annotation not available
1121377.KB906399_gene1576	KB906399_gene1576	142	annotation not available
1121377.KB906399_gene1577	KB906399_gene1577	95	annotation not available
1121377.KB906399_gene1578	KB906399_gene1578	84	annotation not available
1121377.KB906399_gene1579	KB906399_gene1579	393	annotation not available
1121377.KB906399_gene1580	KB906399_gene1580	262	annotation not available
1121377.KB906399_gene1581	KB906399_gene1581	533	annotation not available
1121377.KB906399_gene1582	KB906399_gene1582	175	annotation not available
1121377.KB906399_gene1583	KB906399_gene1583	161	annotation not available
1121377.KB906399_gene1584	KB906399_gene1584	173	annotation not available
1121377.KB906399_gene1585	KB906399_gene1585	459	annotation not available
1121377.KB906399_gene1586	KB906399_gene1586	160	annotation not available
1121377.KB906399_gene1587	KB906399_gene1587	274	annotation not available
1121377.KB906399_gene1588	KB906399_gene1588	388	annotation not available
1121377.KB906399_gene1589	KB906399_gene1589	163	annotation not available
1121377.KB906399_gene1590	KB906399_gene1590	311	annotation not available
1121377.KB906399_gene1591	KB906399_gene1591	218	annotation not available
1121377.KB906399_gene1592	KB906399_gene1592	206	annotation not available
1121377.KB906399_gene1593	KB906399_gene1593	127	annotation not available
1121377.KB906399_gene1594	KB906399_gene1594	224	annotation not available
1121377.KB906399_gene1595	KB906399_gene1595	85	annotation not available
1121377.KB906399_gene1596	KB906399_gene1596	148	annotation not available
1121377.KB906399_gene1597	KB906399_gene1597	357	annotation not available
1121377.KB906399_gene1598	KB906399_gene1598	476	annotation not available
1121377.KB906399_gene1599	KB906399_gene1599	288	annotation not available
1121377.KB906399_gene1600	KB906399_gene1600	295	annotation not available
1121377.KB906399_gene1601	KB906399_gene1601	306	annotation not available
1121377.KB906399_gene1602	KB906399_gene1602	95	annotation not available
1121377.KB906399_gene1603	KB906399_gene1603	263	annotation not available
1121377.KB906399_gene1604	KB906399_gene1604	608	annotation not available
1121377.KB906399_gene1605	KB906399_gene1605	275	annotation not available
1121377.KB906399_gene1606	KB906399_gene1606	153	annotation not available
1121377.KB906399_gene1607	KB906399_gene1607	111	annotation not available
1121377.KB906399_gene1608	KB906399_gene1608	348	annotation not available
1121377.KB906399_gene1609	KB906399_gene1609	381	annotation not available
1121377.KB906399_gene1610	KB906399_gene1610	303	annotation not available
1121377.KB906399_gene1611	KB906399_gene1611	188	annotation not available
1121377.KB906399_gene1612	KB906399_gene1612	581	annotation not available
1121377.KB906399_gene1613	KB906399_gene1613	429	annotation not available
1121377.KB906399_gene1614	KB906399_gene1614	111	annotation not available
1121377.KB906399_gene1615	KB906399_gene1615	300	annotation not available
1121377.KB906399_gene1616	KB906399_gene1616	349	annotation not available
1121377.KB906399_gene1617	KB906399_gene1617	477	annotation not available
1121377.KB906399_gene1618	KB906399_gene1618	234	annotation not available
1121377.KB906399_gene1619	KB906399_gene1619	385	annotation not available
1121377.KB906399_gene1620	KB906399_gene1620	231	annotation not available
1121377.KB906399_gene1621	KB906399_gene1621	332	annotation not available
1121377.KB906399_gene1622	KB906399_gene1622	294	annotation not available
1121377.KB906399_gene1623	KB906399_gene1623	342	annotation not available
1121377.KB906399_gene1624	KB906399_gene1624	420	annotation not available
1121377.KB906399_gene1625	KB906399_gene1625	248	annotation not available
1121377.KB906399_gene1626	KB906399_gene1626	246	annotation not available
1121377.KB906399_gene1627	KB906399_gene1627	204	annotation not available
1121377.KB906399_gene1628	KB906399_gene1628	296	annotation not available
1121377.KB906399_gene1629	KB906399_gene1629	125	annotation not available
1121377.KB906399_gene1630	KB906399_gene1630	460	annotation not available
1121377.KB906399_gene1631	KB906399_gene1631	425	annotation not available
1121377.KB906399_gene1632	KB906399_gene1632	241	annotation not available
1121377.KB906399_gene1633	KB906399_gene1633	1078	annotation not available
1121377.KB906399_gene1634	KB906399_gene1634	79	annotation not available
1121377.KB906399_gene1635	KB906399_gene1635	256	annotation not available
1121377.KB906399_gene1636	KB906399_gene1636	281	annotation not available
1121377.KB906399_gene1637	KB906399_gene1637	381	annotation not available
1121377.KB906399_gene1638	KB906399_gene1638	213	annotation not available
1121377.KB906399_gene1639	KB906399_gene1639	616	annotation not available
1121377.KB906399_gene1640	KB906399_gene1640	226	annotation not available
1121377.KB906399_gene1641	KB906399_gene1641	422	annotation not available
1121377.KB906399_gene1642	KB906399_gene1642	319	annotation not available
1121377.KB906399_gene1643	KB906399_gene1643	470	annotation not available
1121377.KB906399_gene1644	KB906399_gene1644	268	annotation not available
1121377.KB906399_gene1645	KB906399_gene1645	132	annotation not available
1121377.KB906399_gene1646	KB906399_gene1646	150	annotation not available
1121377.KB906399_gene1647	KB906399_gene1647	118	annotation not available
1121377.KB906399_gene1648	KB906399_gene1648	331	annotation not available
1121377.KB906399_gene1649	KB906399_gene1649	389	annotation not available
1121377.KB906399_gene1650	KB906399_gene1650	246	annotation not available
1121377.KB906399_gene1651	KB906399_gene1651	450	annotation not available
1121377.KB906399_gene1652	KB906399_gene1652	295	annotation not available
1121377.KB906399_gene1653	KB906399_gene1653	245	annotation not available
1121377.KB906399_gene1654	KB906399_gene1654	264	annotation not available
1121377.KB906399_gene1655	KB906399_gene1655	220	annotation not available
1121377.KB906399_gene1656	KB906399_gene1656	359	annotation not available
1121377.KB906399_gene1657	KB906399_gene1657	781	annotation not available
1121377.KB906399_gene1658	KB906399_gene1658	273	annotation not available
1121377.KB906399_gene1659	KB906399_gene1659	531	annotation not available
1121377.KB906399_gene1660	KB906399_gene1660	201	annotation not available
1121377.KB906399_gene1661	KB906399_gene1661	244	annotation not available
1121377.KB906399_gene1662	KB906399_gene1662	313	annotation not available
1121377.KB906399_gene1663	KB906399_gene1663	285	annotation not available
1121377.KB906399_gene1664	KB906399_gene1664	283	annotation not available
1121377.KB906399_gene1665	KB906399_gene1665	489	annotation not available
1121377.KB906399_gene1666	KB906399_gene1666	234	annotation not available
1121377.KB906399_gene1667	KB906399_gene1667	682	annotation not available
1121377.KB906399_gene1668	KB906399_gene1668	171	annotation not available
1121377.KB906399_gene1669	KB906399_gene1669	298	annotation not available
1121377.KB906399_gene1670	KB906399_gene1670	57	annotation not available
1121377.KB906399_gene1671	KB906399_gene1671	110	annotation not available
1121377.KB906399_gene1672	KB906399_gene1672	169	annotation not available
1121377.KB906399_gene1673	KB906399_gene1673	426	annotation not available
1121377.KB906399_gene1674	KB906399_gene1674	151	annotation not available
1121377.KB906399_gene1675	KB906399_gene1675	388	annotation not available
1121377.KB906399_gene1676	KB906399_gene1676	167	annotation not available
1121377.KB906399_gene1677	KB906399_gene1677	510	annotation not available
1121377.KB906399_gene1678	KB906399_gene1678	261	annotation not available
1121377.KB906399_gene1679	KB906399_gene1679	75	annotation not available
1121377.KB906399_gene1680	KB906399_gene1680	290	annotation not available
1121377.KB906399_gene1681	KB906399_gene1681	420	annotation not available
1121377.KB906399_gene1682	KB906399_gene1682	71	annotation not available
1121377.KB906399_gene1683	KB906399_gene1683	40	annotation not available
1121377.KB906399_gene1684	KB906399_gene1684	258	annotation not available
1121377.KB906399_gene1685	KB906399_gene1685	62	annotation not available
1121377.KB906399_gene1686	KB906399_gene1686	279	annotation not available
1121377.KB906399_gene1687	KB906399_gene1687	525	annotation not available
1121377.KB906399_gene1688	KB906399_gene1688	113	annotation not available
1121377.KB906399_gene1689	KB906399_gene1689	168	annotation not available
1121377.KB906399_gene1690	KB906399_gene1690	168	annotation not available
1121377.KB906399_gene1691	KB906399_gene1691	294	annotation not available
1121377.KB906399_gene1692	KB906399_gene1692	438	annotation not available
1121377.KB906399_gene1693	KB906399_gene1693	386	annotation not available
1121377.KB906399_gene1694	KB906399_gene1694	226	annotation not available
1121377.KB906399_gene1695	KB906399_gene1695	145	annotation not available
1121377.KB906399_gene1696	KB906399_gene1696	655	annotation not available
1121377.KB906399_gene1697	KB906399_gene1697	367	annotation not available
1121377.KB906399_gene1698	KB906399_gene1698	390	annotation not available
1121377.KB906399_gene1699	KB906399_gene1699	169	annotation not available
1121377.KB906399_gene1700	KB906399_gene1700	395	annotation not available
1121377.KB906399_gene1701	KB906399_gene1701	82	annotation not available
1121377.KB906399_gene1702	KB906399_gene1702	613	annotation not available
1121377.KB906399_gene1703	KB906399_gene1703	273	annotation not available
1121377.KB906399_gene1704	KB906399_gene1704	120	annotation not available
1121377.KB906399_gene1705	KB906399_gene1705	764	annotation not available
1121377.KB906399_gene1706	KB906399_gene1706	414	annotation not available
1121377.KB906399_gene1707	KB906399_gene1707	259	annotation not available
1121377.KB906399_gene1708	KB906399_gene1708	564	annotation not available
1121377.KB906399_gene1709	KB906399_gene1709	73	annotation not available
1121377.KB906399_gene1710	KB906399_gene1710	96	annotation not available
1121377.KB906399_gene1711	KB906399_gene1711	86	annotation not available
1121377.KB906399_gene1712	KB906399_gene1712	227	annotation not available
1121377.KB906399_gene1713	KB906399_gene1713	200	annotation not available
1121377.KB906399_gene1714	KB906399_gene1714	243	annotation not available
1121377.KB906399_gene1715	KB906399_gene1715	308	annotation not available
1121377.KB906399_gene1716	KB906399_gene1716	241	annotation not available
1121377.KB906399_gene1717	KB906399_gene1717	240	annotation not available
1121377.KB906399_gene1718	KB906399_gene1718	39	annotation not available
1121377.KB906399_gene1719	KB906399_gene1719	155	annotation not available
1121377.KB906399_gene1720	KB906399_gene1720	665	annotation not available
1121377.KB906399_gene1721	KB906399_gene1721	192	annotation not available
1121377.KB906399_gene1722	KB906399_gene1722	157	annotation not available
1121377.KB906399_gene1723	KB906399_gene1723	350	annotation not available
1121377.KB906399_gene1724	KB906399_gene1724	192	annotation not available
1121377.KB906399_gene1725	KB906399_gene1725	161	annotation not available
1121377.KB906399_gene1726	KB906399_gene1726	287	annotation not available
1121377.KB906399_gene1727	KB906399_gene1727	164	annotation not available
1121377.KB906399_gene1728	KB906399_gene1728	456	annotation not available
1121377.KB906399_gene1729	KB906399_gene1729	377	annotation not available
1121377.KB906399_gene1730	KB906399_gene1730	324	annotation not available
1121377.KB906399_gene1731	KB906399_gene1731	389	annotation not available
1121377.KB906399_gene1732	KB906399_gene1732	240	annotation not available
1121377.KB906399_gene1733	KB906399_gene1733	393	annotation not available
1121377.KB906399_gene1734	KB906399_gene1734	319	annotation not available
1121377.KB906399_gene1735	KB906399_gene1735	394	annotation not available
1121377.KB906399_gene1736	KB906399_gene1736	55	annotation not available
1121377.KB906399_gene1737	KB906399_gene1737	301	annotation not available
1121377.KB906399_gene1738	KB906399_gene1738	676	annotation not available
1121377.KB906399_gene1739	KB906399_gene1739	227	annotation not available
1121377.KB906399_gene1740	KB906399_gene1740	165	annotation not available
1121377.KB906399_gene1741	KB906399_gene1741	230	annotation not available
1121377.KB906399_gene1742	KB906399_gene1742	175	annotation not available
1121377.KB906399_gene1743	KB906399_gene1743	131	annotation not available
1121377.KB906399_gene1744	KB906399_gene1744	141	annotation not available
1121377.KB906399_gene1745	KB906399_gene1745	413	annotation not available
1121377.KB906399_gene1746	KB906399_gene1746	1089	annotation not available
1121377.KB906399_gene1747	KB906399_gene1747	298	annotation not available
1121377.KB906399_gene1748	KB906399_gene1748	355	annotation not available
1121377.KB906399_gene1749	KB906399_gene1749	155	annotation not available
1121377.KB906399_gene1750	KB906399_gene1750	125	annotation not available
1121377.KB906399_gene1751	KB906399_gene1751	440	annotation not available
1121377.KB906399_gene1752	KB906399_gene1752	156	annotation not available
1121377.KB906399_gene1753	KB906399_gene1753	82	annotation not available
1121377.KB906399_gene1754	KB906399_gene1754	160	annotation not available
1121377.KB906399_gene1755	KB906399_gene1755	156	annotation not available
1121377.KB906399_gene1756	KB906399_gene1756	345	annotation not available
1121377.KB906399_gene1757	KB906399_gene1757	215	annotation not available
1121377.KB906399_gene1758	KB906399_gene1758	336	annotation not available
1121377.KB906399_gene1759	KB906399_gene1759	387	annotation not available
1121377.KB906399_gene1760	KB906399_gene1760	284	annotation not available
1121377.KB906399_gene1761	KB906399_gene1761	1058	annotation not available
1121377.KB906399_gene1762	KB906399_gene1762	267	annotation not available
1121377.KB906399_gene1763	KB906399_gene1763	340	annotation not available
1121377.KB906399_gene1764	KB906399_gene1764	371	annotation not available
1121377.KB906399_gene1765	KB906399_gene1765	213	annotation not available
1121377.KB906399_gene1766	KB906399_gene1766	272	annotation not available
1121377.KB906399_gene1767	KB906399_gene1767	470	annotation not available
1121377.KB906399_gene1768	KB906399_gene1768	153	annotation not available
1121377.KB906399_gene1769	KB906399_gene1769	744	annotation not available
1121377.KB906399_gene1770	KB906399_gene1770	295	annotation not available
1121377.KB906399_gene1771	KB906399_gene1771	68	annotation not available
1121377.KB906399_gene1772	KB906399_gene1772	175	annotation not available
1121377.KB906399_gene1773	KB906399_gene1773	329	annotation not available
1121377.KB906399_gene1774	KB906399_gene1774	593	annotation not available
1121377.KB906399_gene1775	KB906399_gene1775	314	annotation not available
1121377.KB906399_gene1776	KB906399_gene1776	548	annotation not available
1121377.KB906399_gene1777	KB906399_gene1777	406	annotation not available
1121377.KB906399_gene1778	KB906399_gene1778	303	annotation not available
1121377.KB906399_gene1779	KB906399_gene1779	131	annotation not available
1121377.KB906399_gene1780	KB906399_gene1780	212	annotation not available
1121377.KB906399_gene1781	KB906399_gene1781	315	annotation not available
1121377.KB906399_gene1782	KB906399_gene1782	253	annotation not available
1121377.KB906399_gene1783	KB906399_gene1783	206	annotation not available
1121377.KB906399_gene1784	KB906399_gene1784	140	annotation not available
1121377.KB906399_gene1785	KB906399_gene1785	158	annotation not available
1121377.KB906399_gene1786	KB906399_gene1786	165	annotation not available
1121377.KB906399_gene1787	KB906399_gene1787	211	annotation not available
1121377.KB906399_gene1788	KB906399_gene1788	393	annotation not available
1121377.KB906399_gene1789	KB906399_gene1789	343	annotation not available
1121377.KB906399_gene1790	KB906399_gene1790	155	annotation not available
1121377.KB906399_gene1791	KB906399_gene1791	303	annotation not available
1121377.KB906399_gene1792	KB906399_gene1792	262	annotation not available
1121377.KB906399_gene1793	KB906399_gene1793	449	annotation not available
1121377.KB906399_gene1794	KB906399_gene1794	64	annotation not available
1121377.KB906399_gene1795	KB906399_gene1795	542	annotation not available
1121377.KB906399_gene1796	KB906399_gene1796	416	annotation not available
1121377.KB906399_gene1797	KB906399_gene1797	211	annotation not available
1121377.KB906399_gene1798	KB906399_gene1798	139	annotation not available
1121377.KB906399_gene1799	KB906399_gene1799	250	annotation not available
1121377.KB906399_gene1800	KB906399_gene1800	264	annotation not available
1121377.KB906399_gene1801	KB906399_gene1801	249	annotation not available
1121377.KB906399_gene1802	KB906399_gene1802	109	annotation not available
1121377.KB906399_gene1803	KB906399_gene1803	74	annotation not available
1121377.KB906399_gene1804	KB906399_gene1804	171	annotation not available
1121377.KB906399_gene1805	KB906399_gene1805	299	annotation not available
1121377.KB906399_gene1806	KB906399_gene1806	187	annotation not available
1121377.KB906399_gene1807	KB906399_gene1807	565	annotation not available
1121377.KB906399_gene1808	KB906399_gene1808	125	annotation not available
1121377.KB906399_gene1809	KB906399_gene1809	779	annotation not available
1121377.KB906399_gene1810	KB906399_gene1810	129	annotation not available
1121377.KB906399_gene1811	KB906399_gene1811	253	annotation not available
1121377.KB906399_gene1812	KB906399_gene1812	230	annotation not available
1121377.KB906399_gene1813	KB906399_gene1813	520	annotation not available
1121377.KB906399_gene1814	KB906399_gene1814	51	annotation not available
1121377.KB906399_gene1815	KB906399_gene1815	161	annotation not available
1121377.KB906399_gene1816	KB906399_gene1816	842	annotation not available
1121377.KB906399_gene1817	KB906399_gene1817	358	annotation not available
1121377.KB906399_gene1818	KB906399_gene1818	266	annotation not available
1121377.KB906399_gene1819	KB906399_gene1819	221	annotation not available
1121377.KB906399_gene1820	KB906399_gene1820	284	annotation not available
1121377.KB906399_gene1821	KB906399_gene1821	155	annotation not available
1121377.KB906399_gene1822	KB906399_gene1822	519	annotation not available
1121377.KB906399_gene1823	KB906399_gene1823	181	annotation not available
1121377.KB906399_gene1824	KB906399_gene1824	230	annotation not available
1121377.KB906399_gene1825	KB906399_gene1825	390	annotation not available
1121377.KB906399_gene1826	KB906399_gene1826	320	annotation not available
1121377.KB906399_gene1827	KB906399_gene1827	277	annotation not available
1121377.KB906399_gene1828	KB906399_gene1828	252	annotation not available
1121377.KB906399_gene1829	KB906399_gene1829	436	annotation not available
1121377.KB906399_gene1830	KB906399_gene1830	419	annotation not available
1121377.KB906399_gene1831	KB906399_gene1831	209	annotation not available
1121377.KB906399_gene1832	KB906399_gene1832	491	annotation not available
1121377.KB906399_gene1833	KB906399_gene1833	602	annotation not available
1121377.KB906399_gene1834	KB906399_gene1834	354	annotation not available
1121377.KB906399_gene1835	KB906399_gene1835	208	annotation not available
1121377.KB906399_gene1836	KB906399_gene1836	325	annotation not available
